extension,x,y,type,mag_v,err_v,snr_v,sharp_v,round_v,crowd_v,flag_v,mag_i,err_i,snr_i,sharp_i,round_i,crowd_i,flag_i
1,309.6,1488.69,1,25.607,0.046,23.4,0.015,0.334,0.0,0,24.487,0.046,23.4,-0.028,0.132,0.001,0
1,2124.77,1372.27,1,25.542,0.033,33.0,0.032,0.195,0.072,0,24.56,0.036,30.3,0.016,-0.021,0.089,0
1,1277.68,1842.47,1,28.271,0.212,5.1,-0.009,4.886,0.616,0,24.278,0.031,35.0,-0.293,1.918,0.334,0
1,2077.66,1674.2,1,25.635,0.034,31.8,-0.02,0.259,0.007,0,24.485,0.035,31.0,0.05,0.095,0.063,0
1,1931.79,420.46,1,25.783,0.033,32.8,0.01,0.206,0.006,0,24.561,0.033,33.2,0.019,0.074,0.004,0
1,1902.44,1889.01,1,25.544,0.033,33.1,-0.031,0.118,0.001,0,24.536,0.036,30.6,0.016,-0.058,0.001,0
1,2998.25,765.83,1,25.718,0.033,33.1,0.022,0.006,0.004,0,24.536,0.032,33.5,-0.015,0.15,0.029,0
1,1224.03,589.99,1,25.708,0.032,33.4,-0.0,0.115,0.0,0,24.589,0.034,32.0,0.064,0.189,0.0,0
1,1398.89,1304.4,1,25.61,0.033,33.4,-0.003,0.096,0.006,0,24.564,0.035,31.0,0.034,0.153,0.011,0
1,1104.32,1777.92,1,25.627,0.034,32.3,-0.013,0.103,0.007,0,24.501,0.034,31.9,0.009,0.054,0.007,0
1,697.56,460.23,1,25.729,0.033,33.1,-0.017,0.045,0.001,0,24.63,0.047,23.0,-0.002,0.249,0.001,0
1,2467.11,798.76,1,25.633,0.032,33.9,0.012,0.143,0.001,0,24.651,0.037,29.3,-0.013,0.167,0.002,0
1,1888.54,1723.74,1,25.516,0.032,34.1,-0.026,0.311,0.023,0,24.584,0.036,30.4,-0.03,0.235,0.031,0
1,1044.88,1261.92,1,25.627,0.033,33.2,-0.002,0.058,0.051,0,24.574,0.035,31.0,-0.003,0.095,0.095,0
1,1362.67,1683.52,1,25.626,0.033,33.0,-0.021,0.074,0.007,0,24.523,0.035,30.8,0.044,0.108,0.016,0
1,1052.03,1448.01,1,25.608,0.033,33.2,0.014,0.055,0.006,0,24.547,0.034,31.5,0.006,0.209,0.04,0
1,507.81,1006.86,1,25.643,0.032,33.6,-0.159,0.037,0.101,0,24.602,0.035,31.4,-0.175,0.051,0.136,0
1,1646.29,1131.84,1,25.69,0.034,32.3,0.009,-0.01,0.0,0,24.556,0.034,31.9,0.028,0.081,0.0,0
1,307.41,925.93,1,25.698,0.033,32.7,0.014,0.035,0.0,0,24.58,0.034,31.6,-0.004,0.105,0.001,0
1,1453.31,1482.72,1,25.587,0.033,32.8,0.037,0.01,0.001,0,24.581,0.037,29.7,0.047,0.109,0.001,0
1,2018.78,2002.1,1,25.783,0.052,20.8,0.06,0.288,0.12,0,24.424,0.048,22.6,0.094,-0.033,0.073,0
1,457.67,533.18,1,25.719,0.033,33.0,-0.007,-0.04,0.002,0,24.603,0.033,32.5,-0.054,0.146,0.002,0
1,2466.01,499.22,1,25.313,0.029,37.6,0.018,0.072,0.007,0,24.97,0.043,25.3,-0.024,0.061,0.019,0
1,931.52,979.27,1,25.741,0.034,31.9,0.037,0.212,0.0,0,24.555,0.034,32.3,0.074,0.099,0.001,0
1,2967.77,781.05,1,25.745,0.036,30.5,0.025,0.255,0.001,0,24.581,0.035,31.4,0.009,0.099,0.001,0
1,1535.99,1786.79,1,25.731,0.035,30.7,0.038,0.173,0.052,0,24.461,0.033,32.7,0.002,0.15,0.056,0
1,2568.05,1689.4,1,25.448,0.031,35.5,-0.014,-0.029,0.006,0,24.665,0.037,29.6,-0.048,0.137,0.029,0
1,2342.79,783.26,1,25.728,0.034,32.2,0.041,0.098,0.0,0,24.606,0.034,31.6,0.003,0.236,0.0,0
1,1946.43,886.88,1,25.625,0.032,33.9,-0.004,-0.011,0.0,0,24.664,0.036,30.6,0.007,0.085,0.0,0
1,849.8,1364.13,1,25.619,0.033,32.8,0.032,0.161,0.018,0,24.625,0.036,30.0,0.0,-0.081,0.015,0
1,534.19,1196.01,1,25.5,0.031,35.0,-0.239,0.137,0.15,0,24.696,0.037,29.6,-0.314,0.113,0.165,0
1,1398.47,1906.91,1,25.65,0.034,31.8,-0.019,0.23,0.004,0,24.541,0.035,31.0,0.015,0.304,0.001,0
1,1281.66,1431.23,1,25.567,0.032,33.7,-0.025,-0.026,0.01,0,24.645,0.037,29.2,0.106,0.254,0.014,0
1,1571.69,1510.03,1,25.29,0.03,36.2,0.04,-0.008,0.003,0,24.873,0.043,25.0,-0.039,0.201,0.007,0
1,1520.44,1702.92,1,25.72,0.035,30.9,0.002,0.174,0.016,0,24.515,0.035,30.9,0.015,0.231,0.033,0
1,1219.13,1229.32,1,25.664,0.033,32.6,-0.012,-0.002,0.0,0,24.608,0.035,30.9,0.015,0.182,0.001,0
1,1230.57,1774.5,1,25.625,0.035,31.4,0.025,0.292,0.0,0,24.574,0.036,29.8,0.034,0.123,0.003,0
1,2242.3,1040.12,1,25.753,0.035,31.0,0.024,0.028,0.053,0,24.574,0.035,30.9,-0.006,0.087,0.08,0
1,3166.65,951.19,1,25.743,0.035,30.9,-0.021,0.162,0.007,0,24.605,0.036,30.2,-0.0,-0.009,0.0,0
1,1096.93,1244.39,1,25.585,0.032,33.8,-0.058,0.09,0.07,0,24.667,0.037,29.6,-0.044,0.051,0.122,0
1,2018.4,1193.92,1,25.653,0.033,32.5,-0.016,0.053,0.003,0,24.638,0.036,30.3,-0.044,0.107,0.003,0
1,1846.67,1890.9,1,25.604,0.034,31.8,-0.024,-0.069,0.131,0,24.594,0.038,28.9,0.025,0.137,0.171,0
1,1277.59,818.09,1,25.699,0.033,32.6,0.01,0.086,0.0,0,24.652,0.035,30.9,-0.011,-0.032,0.0,0
1,1361.82,991.83,1,25.7,0.033,32.5,-0.008,0.086,0.001,0,24.645,0.036,30.2,0.076,0.05,0.001,0
1,1998.47,1866.83,1,25.627,0.033,32.4,0.006,0.078,0.002,0,24.584,0.036,30.0,-0.002,0.049,0.003,0
1,1312.63,1858.38,1,25.732,0.035,30.9,0.009,0.169,0.001,0,24.49,0.034,31.7,0.024,0.086,0.005,0
1,1603.01,1546.61,1,25.684,0.035,31.4,0.025,0.035,0.003,0,24.575,0.035,31.0,-0.027,0.069,0.005,0
1,1330.79,1482.53,1,25.778,0.035,30.9,0.029,0.145,0.004,0,24.52,0.034,32.2,-0.037,0.194,0.007,0
1,713.23,1532.01,1,26.571,0.056,19.5,0.033,0.185,0.078,0,24.296,0.029,37.0,0.015,0.046,0.002,0
1,1966.01,1300.29,1,25.717,0.035,31.0,0.037,0.198,0.0,0,24.597,0.035,30.6,0.033,-0.007,0.0,0
1,3853.58,1231.75,1,25.834,0.035,30.6,-0.185,0.399,0.141,0,24.499,0.033,33.4,-0.219,0.311,0.166,0
1,241.13,1834.81,1,25.624,0.035,31.4,0.004,0.04,0.0,0,24.631,0.038,28.6,0.038,0.105,0.0,0
1,969.21,1513.1,1,25.688,0.034,31.5,0.011,-0.038,0.007,0,24.61,0.036,29.9,0.027,0.264,0.015,0
1,1592.09,1788.28,1,25.588,0.033,32.5,-0.031,0.026,0.001,0,24.655,0.038,28.8,-0.017,0.099,0.0,0
1,1082.7,1540.39,1,25.363,0.031,35.6,-0.01,-0.046,0.001,0,24.873,0.044,24.9,0.021,0.063,0.001,0
1,2230.53,1816.79,1,25.714,0.037,29.2,0.057,0.098,0.025,0,24.577,0.038,28.6,0.083,0.161,0.023,0
1,903.08,1572.43,1,25.67,0.035,31.1,0.028,0.065,0.001,0,24.604,0.037,29.7,0.014,0.266,0.002,0
1,986.69,11.24,1,26.837,0.082,13.2,0.057,0.163,6.037,0,25.662,0.083,13.2,0.064,0.024,6.261,0
1,2037.46,945.47,1,25.752,0.034,31.7,0.052,0.023,0.001,0,24.654,0.035,30.9,-0.002,0.105,0.002,0
1,728.51,643.53,1,25.363,0.03,36.3,0.005,0.368,0.006,0,25.043,0.046,23.8,-0.014,0.335,0.016,0
1,2761.49,1098.39,1,25.718,0.034,31.8,0.004,-0.088,0.001,0,24.662,0.037,29.7,0.065,0.203,0.005,0
1,2000.69,1156.71,1,25.685,0.033,32.5,-0.022,0.151,0.0,0,24.678,0.037,29.4,0.027,0.047,0.0,0
1,1891.73,1850.69,1,25.671,0.035,30.8,-0.044,0.06,0.003,0,24.574,0.037,29.5,0.008,0.027,0.084,0
1,1078.11,149.37,1,25.859,0.035,31.3,-0.039,0.055,0.019,0,24.709,0.035,31.0,-0.016,0.21,0.029,0
1,1413.21,497.26,1,25.831,0.038,28.8,0.0,0.207,0.0,0,24.664,0.036,30.0,0.0,-0.042,0.002,0
1,2068.3,1445.1,1,25.689,0.035,31.1,0.039,0.251,0.021,0,24.657,0.037,29.4,0.013,0.107,0.001,0
1,2004.99,1324.25,1,25.578,0.033,33.1,-0.174,0.164,0.125,0,24.771,0.039,27.9,-0.295,0.185,0.184,0
1,1330.84,530.07,1,25.831,0.035,31.2,-0.03,0.01,0.003,0,24.68,0.035,30.9,0.009,0.124,0.0,0
1,2097.57,902.29,1,25.707,0.034,32.4,-0.007,0.155,0.0,0,24.69,0.036,29.9,0.012,0.055,0.001,0
1,2728.71,538.89,1,25.709,0.034,32.3,-0.005,-0.011,0.015,0,24.771,0.037,29.1,0.03,0.165,0.015,0
1,226.01,1814.94,1,25.597,0.037,29.1,0.044,0.032,0.0,0,24.694,0.044,24.6,0.188,0.432,0.005,0
1,2319.4,1791.6,1,25.663,0.034,31.5,-0.028,-0.028,0.001,0,24.652,0.038,28.5,0.056,0.244,0.002,0
1,1920.2,60.03,1,25.771,0.035,31.0,-0.006,0.041,0.0,0,24.803,0.038,28.6,0.004,0.131,0.0,0
1,1521.19,1735.31,1,25.751,0.036,30.3,-0.009,0.056,0.036,0,24.597,0.036,29.9,0.016,0.234,0.03,0
1,730.59,816.59,1,25.763,0.035,31.2,0.028,0.058,0.001,0,24.708,0.037,29.5,0.017,0.106,0.003,0
1,1780.99,924.79,1,25.704,0.036,30.1,0.023,-0.051,0.003,0,24.751,0.04,27.4,0.059,0.221,0.002,0
1,2638.41,1996.71,1,25.699,0.051,21.3,0.145,0.028,0.001,0,24.614,0.055,19.7,0.204,0.139,0.001,0
1,1774.74,1545.44,1,25.801,0.036,29.8,0.006,0.088,0.003,0,24.594,0.036,30.1,0.03,0.158,0.008,0
1,861.46,440.52,1,26.079,0.039,28.0,0.041,0.045,0.01,0,24.573,0.035,30.6,-0.062,0.101,0.014,0
1,2646.49,1109.09,1,25.603,0.034,32.1,-0.053,0.088,0.175,0,24.809,0.042,25.8,-0.061,0.075,0.346,0
1,1228.49,1503.04,1,25.799,0.038,28.9,0.023,0.035,0.0,0,24.757,0.057,19.0,-0.061,0.21,0.001,0
1,1963.28,1875.97,1,25.704,0.036,30.4,0.025,0.121,0.027,0,24.649,0.038,28.7,0.016,0.145,0.016,0
1,1885.66,1989.26,1,25.854,0.053,20.3,-0.028,0.226,0.026,0,24.533,0.05,21.6,0.019,0.732,0.029,0
1,185.14,1336.01,1,25.774,0.037,29.4,0.06,0.148,0.0,0,24.775,0.056,19.6,0.024,0.013,0.0,0
1,1489.86,1842.65,1,25.628,0.035,31.2,0.024,0.217,0.0,0,24.7,0.04,27.3,0.072,0.039,0.0,0
1,1117.19,177.93,1,25.887,0.035,30.8,-0.029,0.149,0.0,0,24.742,0.036,30.3,-0.059,0.196,0.0,0
1,2140.89,472.38,1,25.788,0.034,31.5,0.021,0.067,0.001,0,24.766,0.037,29.0,0.045,0.086,0.001,0
1,722.01,1161.22,1,25.773,0.036,30.3,0.064,0.016,0.0,0,24.679,0.037,29.5,0.031,0.074,0.0,0
1,785.92,1931.53,1,25.791,0.038,28.8,0.064,0.12,0.007,0,24.592,0.037,29.3,-0.076,-0.074,0.005,0
1,1784.48,1818.79,1,25.8,0.037,29.4,0.02,0.041,0.002,0,24.611,0.037,29.5,0.032,0.097,0.002,0
1,1849.59,1857.96,1,25.602,0.034,31.5,0.001,0.063,0.005,0,24.73,0.04,26.9,0.011,0.321,0.005,0
1,279.39,1683.89,1,25.642,0.035,30.9,-0.021,0.289,0.061,0,24.71,0.039,27.6,-0.122,0.578,0.058,0
1,1215.6,1389.22,1,25.752,0.036,30.1,0.013,0.138,0.001,0,24.698,0.038,28.4,0.03,0.229,0.001,0
1,1538.4,1812.88,1,25.725,0.036,29.9,0.017,0.14,0.002,0,24.685,0.039,28.1,0.057,-0.105,0.002,0
1,1214.6,352.94,1,26.144,0.043,25.3,-0.008,0.175,0.295,0,24.765,0.041,26.2,0.05,0.016,0.147,0
1,2479.35,1165.68,1,25.73,0.035,30.9,0.036,0.046,0.012,0,24.744,0.039,28.1,0.055,0.258,0.0,0
1,1955.67,1794.47,1,25.685,0.038,28.8,-0.012,0.111,0.005,0,24.712,0.043,25.5,-0.014,0.114,0.008,0
1,202.79,1758.77,1,25.843,0.038,28.3,0.035,0.113,0.002,0,24.603,0.036,29.8,0.024,0.149,0.003,0
1,2011.58,2007.39,1,26.049,0.059,18.2,0.051,0.299,0.097,0,24.489,0.049,22.1,0.055,0.032,0.006,0
1,3554.29,1044.63,1,25.769,0.036,30.2,0.032,0.12,0.004,0,24.748,0.038,28.3,0.008,0.186,0.003,0
1,2344.43,1737.67,1,25.749,0.036,29.8,0.067,0.189,0.007,0,24.677,0.038,28.5,0.029,0.008,0.003,0
1,2232.19,1592.58,1,25.807,0.037,29.7,-0.004,0.136,0.001,0,24.65,0.038,28.7,0.064,0.153,0.011,0
1,926.99,222.72,1,25.946,0.036,30.0,-0.044,0.212,0.006,0,24.734,0.036,30.5,-0.021,-0.057,0.004,0
1,303.56,669.91,1,25.894,0.037,29.4,-0.059,0.292,0.073,0,24.72,0.037,29.6,-0.013,-0.055,0.0,0
1,2395.0,1322.92,1,25.732,0.035,30.7,0.025,0.167,0.028,0,24.739,0.039,28.1,0.02,0.189,0.021,0
1,1392.9,1372.09,1,25.855,0.038,28.8,0.034,0.188,0.002,0,24.645,0.037,29.4,0.079,-0.072,0.001,0
1,451.89,1870.21,1,25.679,0.036,30.5,-0.018,0.164,0.001,0,24.725,0.04,26.9,0.047,-0.119,0.002,0
1,1630.83,826.2,1,25.932,0.039,27.6,0.008,0.173,0.034,0,24.758,0.053,20.5,-0.042,0.231,0.011,0
1,1620.5,808.85,1,25.902,0.038,28.8,0.025,0.004,0.001,0,24.713,0.038,28.7,0.012,0.04,0.003,0
1,2853.92,1621.57,1,25.659,0.035,31.2,0.044,0.031,0.001,0,24.785,0.04,26.9,0.044,0.172,0.001,0
1,854.91,75.3,1,26.83,0.083,13.1,0.026,0.123,6.118,0,25.972,0.1,10.9,-0.015,0.101,6.621,0
1,58.96,1093.53,1,25.806,0.036,30.1,0.025,0.017,0.002,0,24.731,0.038,28.2,0.027,0.152,0.002,0
1,1760.45,965.19,1,25.833,0.037,29.7,0.01,0.125,0.002,0,24.729,0.038,28.8,0.038,-0.013,0.001,0
1,3479.35,1452.72,1,25.732,0.036,30.3,0.036,0.023,0.001,0,24.762,0.039,27.6,0.026,0.263,0.002,0
1,3566.66,288.91,1,26.633,0.052,20.9,-0.005,0.111,0.0,0,24.505,0.031,35.0,-0.007,0.006,0.001,0
1,2175.65,1862.87,1,25.714,0.036,30.3,-0.051,0.022,0.002,0,24.707,0.04,27.4,0.033,0.033,0.003,0
1,1422.22,1409.7,1,25.768,0.037,29.5,0.025,0.163,0.108,0,24.727,0.04,27.0,0.046,0.043,0.15,0
1,855.92,74.97,1,26.505,0.061,17.7,0.005,0.296,1.148,0,25.292,0.058,18.6,-0.006,0.18,0.767,0
1,1874.87,482.97,1,25.958,0.037,29.0,0.004,0.231,0.0,0,24.74,0.036,29.8,-0.001,0.192,0.001,0
1,3806.81,1307.81,1,25.391,0.032,34.1,-0.175,0.107,0.134,0,25.134,0.051,21.4,-0.198,0.068,0.185,0
1,2672.63,787.05,1,25.8,0.036,29.9,-0.033,0.131,0.009,0,24.805,0.039,27.7,-0.017,0.045,0.006,0
1,1339.44,1775.72,1,25.821,0.038,28.4,0.077,0.582,0.0,0,24.683,0.039,27.7,0.055,0.181,0.001,0
1,814.94,1388.9,1,25.84,0.037,29.0,0.035,0.071,0.001,0,24.699,0.038,28.8,-0.02,-0.007,0.002,0
1,3343.89,1423.23,1,25.893,0.04,27.1,0.026,0.196,0.0,0,24.665,0.037,29.3,0.008,0.034,0.001,0
1,2249.32,1157.52,1,25.764,0.036,30.2,0.039,-0.06,0.001,0,24.791,0.04,27.3,0.027,0.303,0.0,0
1,1822.57,1892.96,1,25.741,0.037,29.7,-0.008,0.353,0.009,0,24.708,0.042,25.9,0.009,0.167,0.062,0
1,1360.84,1979.28,1,25.757,0.037,29.4,0.021,0.144,0.007,0,24.686,0.039,27.8,0.02,0.154,0.006,0
1,4005.84,963.26,1,25.793,0.037,29.2,-0.012,-0.076,0.001,0,24.793,0.041,26.2,0.021,0.172,0.005,0
1,3382.4,1289.24,1,25.797,0.037,29.6,-0.006,0.43,0.002,0,24.762,0.04,27.5,0.041,0.166,0.002,0
1,1534.46,1916.9,1,25.863,0.039,28.0,0.007,0.112,0.0,0,24.638,0.038,28.9,0.05,-0.008,0.0,0
1,2090.57,1461.92,1,25.725,0.035,30.7,-0.011,0.019,0.008,0,24.792,0.041,26.7,0.014,0.144,0.005,0
1,950.09,1373.97,1,25.801,0.037,29.3,0.019,0.16,0.0,0,24.76,0.04,27.3,0.038,0.081,0.0,0
1,1888.78,976.52,1,25.887,0.038,29.0,-0.001,-0.04,0.003,0,24.75,0.038,28.2,0.054,0.114,0.003,0
1,1002.8,1745.47,1,25.77,0.037,29.5,0.024,0.005,0.0,0,24.729,0.041,26.6,0.106,0.061,0.0,0
1,530.05,897.09,1,25.794,0.036,30.0,0.029,0.052,0.001,0,24.808,0.039,27.7,0.023,0.083,0.001,0
1,2071.43,1263.99,1,25.773,0.036,29.8,0.028,0.086,0.002,0,24.817,0.041,26.2,0.098,0.102,0.011,0
1,2598.45,1657.59,1,25.753,0.038,28.8,0.036,0.198,0.001,0,24.782,0.041,26.4,-0.009,0.22,0.002,0
1,479.62,646.39,1,25.918,0.038,28.9,0.005,0.031,0.001,0,24.789,0.039,27.9,0.029,0.038,0.002,0
1,1996.67,790.05,1,25.787,0.037,29.5,0.026,0.151,0.04,0,24.86,0.042,25.9,0.054,-0.065,0.036,0
1,1004.2,2040.25,1,25.546,0.049,22.0,-0.028,-0.102,0.003,0,24.91,0.067,16.2,-0.013,0.263,0.0,0
1,1622.81,39.61,1,26.031,0.046,23.8,0.024,0.29,0.417,0,25.339,0.058,18.7,-0.076,0.015,0.84,0
1,1340.45,1137.52,1,25.906,0.038,28.6,0.023,-0.062,0.0,0,24.719,0.038,28.5,0.096,0.123,0.0,0
1,1920.73,1826.8,1,25.847,0.042,25.7,0.023,0.163,0.001,0,24.701,0.041,26.4,0.01,0.061,0.003,0
1,3159.07,1368.4,1,25.788,0.037,29.3,-0.004,0.265,0.0,0,24.808,0.041,26.2,0.039,0.127,0.0,0
1,1415.81,1213.98,1,25.784,0.037,29.0,-0.027,0.046,0.168,0,24.807,0.041,26.4,-0.027,0.218,0.212,0
1,984.61,862.92,1,25.883,0.037,29.2,0.016,0.11,0.005,0,24.792,0.039,27.8,0.022,0.123,0.0,0
1,1981.66,1597.27,1,25.85,0.057,19.2,0.034,0.244,0.008,0,24.892,0.045,24.3,-0.004,-0.045,0.023,0
1,2707.81,1610.08,1,25.821,0.037,29.1,-0.048,-0.008,0.016,0,24.739,0.04,27.4,0.066,0.094,0.014,0
1,539.1,970.44,1,25.905,0.038,28.9,-0.029,-0.019,0.0,0,24.768,0.039,27.8,0.071,0.446,0.001,0
1,1209.35,644.95,1,25.961,0.038,28.3,0.001,0.163,0.002,0,24.81,0.039,28.1,-0.002,0.064,0.002,0
1,3801.27,1375.82,1,25.941,0.043,25.3,0.012,-0.039,0.005,0,24.697,0.042,25.9,-0.018,0.341,0.006,0
1,1211.27,1321.51,1,25.952,0.039,27.5,0.001,0.198,0.006,0,24.712,0.039,28.2,0.036,-0.024,0.023,0
1,426.51,1160.07,1,25.75,0.052,21.0,0.044,0.015,0.002,0,24.891,0.043,25.4,0.008,0.268,0.0,0
1,361.04,1273.28,1,26.061,0.041,26.3,0.017,-0.033,0.042,0,24.662,0.037,29.2,0.077,0.157,0.011,0
1,1980.46,558.66,1,25.916,0.038,28.9,0.011,0.074,0.0,0,24.832,0.039,27.6,0.044,0.088,0.0,0
1,302.91,1691.18,1,25.61,0.044,24.6,-0.008,0.387,0.881,0,24.898,0.059,18.3,-0.1,0.402,1.146,0
1,2026.81,25.07,1,25.987,0.038,28.9,-0.019,0.142,0.001,0,24.832,0.038,28.9,-0.022,0.146,0.0,0
1,1217.79,2012.74,1,25.878,0.057,19.1,0.061,0.091,0.029,0,24.679,0.057,19.2,0.024,0.782,0.038,0
1,1894.76,1653.49,1,25.889,0.039,27.5,0.013,0.287,0.001,0,24.716,0.039,27.6,0.042,0.117,0.013,0
1,1593.61,1335.84,1,25.765,0.037,29.1,0.03,0.132,0.003,0,24.875,0.044,24.7,0.139,0.055,0.005,0
1,1091.73,175.86,1,25.971,0.038,28.6,0.006,0.139,0.007,0,24.871,0.039,27.9,0.002,0.058,0.003,0
1,2380.35,1040.94,1,25.841,0.037,29.0,0.025,0.155,0.008,0,24.849,0.041,26.6,-0.008,0.122,0.001,0
1,2014.85,270.79,1,25.914,0.04,27.5,-0.009,0.133,0.001,0,24.903,0.042,26.0,-0.007,0.01,0.006,0
1,1557.14,1468.43,1,25.881,0.04,27.3,0.033,0.024,0.148,0,24.754,0.056,19.4,0.003,0.258,0.097,0
1,3764.11,1927.45,1,25.787,0.038,28.5,0.031,0.097,0.01,0,24.781,0.041,26.7,-0.023,0.141,0.001,0
1,2087.25,15.6,1,26.082,0.039,27.5,-0.004,0.21,0.001,0,24.856,0.038,28.5,-0.023,0.193,0.001,0
1,3162.72,1322.44,1,25.851,0.039,28.1,0.037,0.091,0.0,0,24.797,0.042,26.0,0.017,0.053,0.0,0
1,807.28,1193.61,1,25.789,0.037,29.4,-0.022,0.037,0.0,0,24.84,0.041,26.2,0.013,0.046,0.0,0
1,970.82,669.75,1,25.942,0.039,28.1,0.017,-0.077,0.001,0,24.845,0.04,27.3,-0.042,0.269,0.0,0
1,2173.23,1715.22,1,25.712,0.037,29.0,0.074,0.178,0.014,0,24.905,0.045,24.2,0.043,0.122,0.013,0
1,648.66,878.94,1,25.832,0.037,29.2,0.015,0.157,0.01,0,24.878,0.042,26.1,0.057,0.062,0.001,0
1,2159.58,777.67,1,25.933,0.038,28.4,0.016,0.202,0.004,0,24.842,0.04,27.1,0.059,0.186,0.005,0
1,1548.55,463.52,1,25.915,0.037,29.3,-0.033,0.249,0.001,0,24.872,0.04,27.1,0.027,0.075,0.001,0
1,2233.6,1442.93,1,25.832,0.038,28.4,0.021,0.156,0.001,0,24.841,0.042,25.9,0.009,0.096,0.003,0
1,3581.01,1961.31,1,25.854,0.04,27.3,0.058,0.055,0.0,0,24.754,0.041,26.6,0.016,0.132,0.001,0
1,1209.95,1611.26,1,26.004,0.043,25.1,0.049,0.205,0.003,0,24.722,0.041,26.3,0.076,-0.011,0.006,0
1,1430.83,1902.42,1,26.036,0.045,24.0,-0.011,0.067,0.263,0,24.67,0.041,26.2,0.069,0.212,0.305,0
1,1160.01,289.44,1,25.988,0.041,26.5,0.005,0.219,0.0,0,24.888,0.042,26.0,-0.022,0.263,0.003,0
1,611.62,1720.72,1,25.912,0.04,27.0,0.018,0.1,0.003,0,24.74,0.04,27.1,0.041,0.006,0.001,0
1,2032.44,869.94,1,25.887,0.038,28.8,-0.046,0.02,0.004,0,24.897,0.041,26.3,-0.019,0.117,0.008,0
1,1528.96,881.04,1,25.937,0.039,27.9,0.012,0.034,0.012,0,24.853,0.041,26.6,-0.029,0.051,0.025,0
1,1738.85,1745.2,1,25.892,0.041,26.7,0.054,0.049,0.008,0,24.804,0.043,25.5,0.074,-0.003,0.009,0
1,1945.29,1252.13,1,25.907,0.039,27.6,0.016,0.237,0.001,0,24.838,0.042,26.2,0.03,0.096,0.002,0
1,1390.16,886.12,1,26.013,0.041,26.6,0.043,0.115,0.0,0,24.818,0.04,27.3,-0.022,0.221,0.0,0
1,1545.19,1486.22,1,25.943,0.041,26.6,0.04,0.015,0.002,0,24.802,0.041,26.5,-0.004,0.022,0.001,0
1,606.11,1244.47,1,25.928,0.04,27.3,0.026,0.059,0.0,0,24.849,0.043,25.4,0.073,0.042,0.001,0
1,1086.12,1389.73,1,25.966,0.041,26.4,0.041,0.195,0.001,0,24.801,0.041,26.3,0.048,0.2,0.01,0
1,2300.58,1496.51,1,25.946,0.04,26.8,0.034,0.073,0.001,0,24.765,0.057,19.1,-0.014,0.136,0.002,0
1,832.01,1914.92,1,25.849,0.04,27.1,0.04,0.132,0.001,0,24.811,0.043,25.4,-0.022,0.186,0.001,0
1,1466.51,1916.72,1,25.841,0.04,27.0,0.003,0.193,0.104,0,24.828,0.045,24.4,0.052,0.156,0.142,0
1,1802.37,842.78,1,26.047,0.042,26.0,0.014,0.007,0.05,0,24.858,0.043,25.2,0.074,0.046,0.064,0
1,1654.54,1867.11,1,25.878,0.04,27.0,0.026,0.118,0.002,0,24.781,0.042,25.9,0.025,0.123,0.003,0
1,1483.29,1746.49,1,25.818,0.04,27.3,-0.045,0.132,0.002,0,24.851,0.045,24.2,0.028,0.174,0.003,0
1,1095.74,1954.34,1,25.92,0.041,26.7,-0.028,0.266,0.039,0,24.769,0.042,26.0,-0.034,0.049,0.048,0
1,2293.36,1659.84,1,25.831,0.038,28.2,0.015,0.151,0.003,0,24.856,0.043,25.4,-0.034,0.031,0.012,0
1,2826.85,1079.6,1,25.936,0.04,27.5,0.006,0.107,0.0,0,24.863,0.041,26.2,0.052,0.104,0.0,0
1,1047.13,327.65,1,25.996,0.039,28.1,-0.022,0.2,0.001,0,24.912,0.041,26.5,0.018,0.116,0.0,0
1,718.85,1352.3,1,25.805,0.038,28.2,0.039,0.213,0.004,0,24.93,0.045,24.1,0.049,0.096,0.004,0
1,3534.26,1886.08,1,25.819,0.04,27.5,0.044,-0.083,0.0,0,24.85,0.044,24.6,0.017,0.2,0.001,0
1,3419.44,1302.91,1,25.999,0.042,25.7,0.078,2.942,0.159,0,24.818,0.041,26.2,0.057,2.893,0.152,0
1,1810.27,1825.45,1,25.867,0.042,26.0,0.012,0.21,0.023,0,24.813,0.044,24.6,0.03,0.083,0.033,0
1,882.81,1100.53,1,26.0,0.04,26.9,0.027,0.073,0.0,0,24.832,0.04,26.9,-0.027,0.035,0.0,0
1,3621.21,1890.69,1,25.851,0.041,26.2,0.109,0.163,0.1,0,24.883,0.046,23.6,0.056,-0.124,0.022,0
1,76.31,1623.82,1,25.774,0.039,28.0,0.032,0.034,0.003,0,24.912,0.046,23.7,-0.062,0.045,0.035,0
1,1258.26,1978.03,1,25.81,0.04,27.2,0.032,0.084,0.004,0,24.842,0.045,24.3,-0.022,0.031,0.013,0
1,1843.91,1048.14,1,25.935,0.04,26.9,0.0,0.059,0.004,0,24.89,0.042,25.6,0.036,0.355,0.007,0
1,511.04,1789.72,1,25.855,0.041,26.3,0.058,0.031,0.001,0,24.843,0.046,23.6,0.074,0.078,0.0,0
1,1377.13,1020.05,1,25.997,0.042,25.8,0.058,0.192,0.007,0,24.869,0.042,25.8,0.023,0.16,0.0,0
1,709.7,1899.94,1,25.733,0.039,27.7,0.042,0.091,0.003,0,24.936,0.068,16.1,-0.009,0.219,0.001,0
