extension,type,x,y,mag_v,mag_i,snr_v,snr_i,sharp_v,sharp_i,round_v,round_i,err_v,err_i
0,1,891.06,838.01,24.889,23.943,61.9,97.7,-0.025,-0.037,0.073,-0.005,0.018,0.011
0,1,1066.425,1016.95,24.503,24.517,75.1,52.8,0.003,-0.032,0.018,0.01,0.014,0.021
0,1,709.115,1058.85,24.877,23.971,48.7,73.6,-0.05,-0.002,0.1,0.069,0.022,0.015
0,1,793.625,727.29,24.951,23.966,45.2,97.7,-0.01,-0.009,0.001,0.012,0.024,0.011
0,1,753.12,865.67,24.853,23.992,68.1,94.3,0.026,-0.013,0.027,-0.004,0.016,0.012
0,5,1027.04,1062.04,25.333,24.463,576.9,631.3,-0.853,-0.853,0.046,0.01,0.002,0.002
0,5,1028.045,1065.085,25.661,25.251,428.3,308.9,-0.764,-0.764,0.057,0.031,0.003,0.004
0,1,892.7,713.49,24.866,23.993,62.2,92.0,-0.005,-0.008,0.026,0.013,0.017,0.012
0,1,860.6800000000001,1008.6399999999999,24.855,24.019,64.2,87.3,-0.03,-0.01,0.015,0.003,0.017,0.012
0,5,1033.96,1041.3899999999999,25.629,25.142,547.2,453.3,-0.353,-0.353,0.05,0.069,0.002,0.002
0,1,1035.115,815.395,24.863,24.016,65.6,90.3,-0.032,0.002,0.055,0.027,0.017,0.012
0,5,1035.495,1058.545,25.503,24.125,445.6,725.7,-0.926,-0.926,0.031,0.029,0.002,0.001
0,1,772.22,723.385,24.844,24.026,57.5,91.2,0.059,-0.019,0.035,0.029,0.019,0.012
0,1,935.185,916.12,24.9,24.007,65.9,89.8,-0.019,-0.024,0.045,0.029,0.016,0.012
0,1,1023.0350000000001,1072.505,24.619,23.599,24.8,28.3,-0.198,-0.296,0.031,0.001,0.044,0.038
0,1,741.4300000000001,982.21,24.931,24.017,57.0,87.2,-0.004,-0.01,0.002,0.038,0.019,0.012
0,1,869.15,753.145,24.957,23.999,65.4,96.0,-0.012,-0.005,0.064,0.02,0.017,0.011
0,1,796.11,785.095,24.547,24.646,79.2,51.5,-0.019,-0.054,0.012,0.009,0.014,0.021
0,1,975.27,1055.32,24.527,24.585,49.2,47.8,-0.044,0.004,-0.006,0.02,0.022,0.023
0,5,1045.54,1070.315,24.071,23.313,835.4,899.5,-0.386,-0.386,0.098,0.036,0.001,0.001
0,1,906.675,738.66,24.887,24.061,62.3,92.2,-0.018,-0.034,-0.019,0.031,0.017,0.012
0,1,866.59,945.0350000000001,24.521,24.612,54.0,41.3,-0.076,-0.082,0.01,-0.01,0.02,0.026
0,1,898.3199999999999,793.865,24.964,24.071,61.3,91.3,-0.004,-0.002,0.046,-0.001,0.018,0.012
0,1,938.54,870.095,24.594,24.799,59.7,37.9,-0.017,-0.045,0.021,0.084,0.018,0.029
0,5,1028.495,1058.06,25.289,24.601,579.0,538.2,-0.854,-0.854,0.078,0.078,0.002,0.002
0,1,1036.555,859.48,25.008,24.056,55.7,88.8,-0.015,-0.027,0.023,0.005,0.019,0.012
0,5,1027.035,1056.545,25.162,24.381,677.2,698.0,-0.847,-0.847,0.071,0.043,0.002,0.002
0,5,1030.045,1057.04,24.783,24.115,870.1,805.0,-0.835,-0.835,0.078,0.056,0.001,0.001
0,1,778.08,833.6,24.99,24.109,58.6,85.7,0.005,-0.005,0.079,0.002,0.019,0.013
0,1,955.6100000000001,848.545,24.59,24.729,81.1,54.8,-0.02,0.017,0.044,0.077,0.013,0.02
0,1,771.965,1045.115,24.594,24.659,74.1,49.7,-0.029,-0.001,0.034,0.014,0.015,0.022
0,5,1035.0,1056.6100000000001,26.131,24.697,261.2,437.3,-0.808,-0.808,0.075,0.069,0.004,0.002
