extension,x,y,type,mag_v,err_v,snr_v,sharp_v,round_v,crowd_v,flag_v,mag_i,err_i,snr_i,sharp_i,round_i,crowd_i,flag_i
1,1177.35,1293.77,1,28.373,0.201,5.4,-0.334,0.213,0.009,0,25.337,0.06,18.0,0.074,0.262,0.024,0
1,1604.99,1721.73,1,25.123,0.027,40.1,-0.102,0.057,0.001,0,24.756,0.041,26.7,-0.155,0.018,0.001,0
1,3010.3,7.02,1,27.485,0.102,10.6,0.143,0.243,0.001,0,26.141,0.104,10.5,0.102,0.853,0.0,0
1,3354.35,1968.36,1,26.174,0.059,18.3,-0.002,0.487,0.019,0,26.372,0.162,6.7,-0.925,0.381,0.034,0
1,3350.85,969.02,1,25.499,0.033,32.9,-0.106,0.172,0.018,0,25.197,0.053,20.4,-0.247,0.062,0.035,0
1,2445.02,1009.5,1,26.633,0.072,15.0,-0.11,0.329,0.019,0,26.751,0.181,6.0,-0.594,0.206,0.029,0
1,2969.13,903.07,1,26.229,0.042,25.7,0.071,0.274,0.023,0,24.307,0.03,36.2,0.014,-0.008,0.01,0
1,4035.77,2020.87,1,25.091,0.041,26.4,-0.107,0.078,0.012,0,25.444,0.102,10.7,-0.656,0.228,0.035,0
1,2155.22,118.27,1,28.359,0.155,7.0,-0.45,0.249,0.032,0,24.951,0.043,25.2,-0.082,0.291,0.056,0
1,1214.53,487.35,1,26.836,0.084,13.0,0.052,0.788,0.105,0,26.951,0.205,5.3,-0.082,1.515,0.012,0
1,2315.05,1340.13,1,27.844,0.14,7.8,0.306,0.74,0.096,0,25.998,0.109,10.0,0.23,0.217,0.0,0
1,3191.77,1630.85,1,27.961,0.167,6.5,0.068,0.073,0.0,0,25.787,0.086,12.6,0.443,0.244,0.971,0
1,163.64,1573.02,1,26.464,0.051,21.2,-0.149,0.316,0.199,0,24.321,0.033,32.8,-0.259,-0.044,0.334,0
1,25.48,175.46,1,25.881,0.038,28.5,-0.121,0.048,0.402,0,24.759,0.041,26.7,-0.082,0.133,0.297,0
1,2211.46,629.16,1,28.493,0.213,5.1,-0.492,0.331,0.234,0,25.976,0.087,12.5,0.025,0.275,0.355,0
1,1915.11,1508.74,1,25.461,0.032,34.4,-0.196,0.101,0.029,0,24.873,0.044,24.7,-0.242,0.138,0.048,0
1,476.99,1996.04,1,25.579,0.05,21.8,-0.214,0.108,0.227,0,24.77,0.064,16.9,-0.33,0.17,0.285,0
1,3196.98,940.01,1,25.494,0.033,32.5,-0.153,0.374,0.186,0,24.998,0.048,22.5,-0.183,0.395,0.226,0
1,1833.57,120.65,1,26.882,0.084,13.0,0.082,-0.049,0.001,0,26.984,0.201,5.4,0.441,0.883,0.0,0
1,1624.88,343.01,1,25.81,0.036,30.3,-0.146,0.162,0.139,0,24.834,0.04,27.0,-0.179,0.088,0.191,0
1,1954.36,1703.69,1,25.799,0.037,29.0,-0.237,0.047,0.005,0,24.716,0.041,26.8,-0.311,0.134,0.013,0
1,2340.76,643.77,1,26.629,0.052,20.9,-0.016,0.058,0.01,0,24.508,0.033,33.2,-0.012,0.137,0.012,0
1,3462.35,848.26,1,25.961,0.039,28.1,-0.208,0.122,0.002,0,24.733,0.04,27.4,-0.224,0.118,0.029,0
1,652.0,993.64,1,25.548,0.033,32.5,-0.183,0.136,0.0,0,25.22,0.053,20.4,-0.248,0.162,0.001,0
1,1396.99,1411.67,1,26.072,0.041,26.3,-0.22,0.537,0.033,0,24.71,0.039,27.9,-0.277,0.682,0.035,0
1,3276.6,1609.0,1,26.399,0.05,21.7,-0.003,0.354,0.023,0,24.565,0.036,30.1,-0.008,0.051,0.006,0
1,2012.59,52.34,1,25.998,0.046,23.8,-0.12,0.236,0.011,0,26.258,0.104,10.4,-0.506,0.141,0.021,0
1,2263.81,1819.14,1,26.561,0.072,15.1,-0.044,0.509,0.016,0,26.014,0.102,10.6,-0.583,0.253,0.083,0
1,1378.15,184.01,1,25.981,0.038,28.2,-0.196,0.209,0.06,0,24.997,0.044,24.5,-0.284,0.134,0.103,0
1,3099.05,4.25,1,25.78,0.036,30.0,-0.14,0.48,0.12,0,25.228,0.053,20.6,-0.115,0.824,0.208,0
1,1299.21,104.49,1,27.068,0.095,11.4,0.157,-0.011,1.014,0,27.037,0.202,5.4,-0.205,0.284,0.004,0
1,2997.31,743.89,1,28.216,0.164,6.6,-0.549,-0.047,0.036,0,25.561,0.064,16.9,-0.167,0.29,0.067,0
1,2306.38,1209.99,1,25.806,0.038,28.4,-0.054,0.059,0.002,0,25.09,0.05,21.8,-0.114,0.075,0.005,0
1,3939.49,1886.99,1,26.553,0.077,14.0,-0.057,0.017,0.032,0,26.47,0.179,6.1,-0.775,0.209,0.089,0
1,3021.91,1585.24,1,26.033,0.043,25.1,0.013,0.42,0.019,0,24.856,0.044,24.7,-0.074,0.07,0.009,0
1,564.83,7.33,1,26.116,0.04,27.3,-0.259,0.375,0.002,0,25.066,0.044,24.5,-0.259,-0.129,0.002,0
1,3314.39,410.62,1,27.441,0.081,13.3,-0.286,0.057,0.02,0,24.621,0.034,31.8,-0.24,0.086,0.073,0
1,2981.69,1539.83,1,25.995,0.043,25.4,-0.045,0.389,0.07,0,24.931,0.047,23.2,-0.02,0.06,0.062,0
1,3845.06,979.26,1,28.429,0.211,5.1,-0.733,0.309,0.08,0,25.491,0.065,16.7,-0.101,0.156,0.009,0
1,163.43,1571.02,1,26.888,0.071,15.2,-0.234,0.167,0.296,0,24.74,0.043,25.5,-0.34,0.039,0.368,0
1,793.5,327.5,1,26.321,0.057,19.0,-0.021,0.141,0.049,0,26.68,0.153,7.1,-0.281,0.499,0.101,0
1,4051.99,287.34,1,26.213,0.045,24.0,-0.281,0.349,0.025,0,25.241,0.052,20.9,-0.141,0.357,0.037,0
1,2413.63,1284.32,1,28.436,0.217,5.0,-0.478,0.372,0.072,0,25.643,0.079,13.7,0.13,-0.039,0.077,0
1,1344.55,1853.16,1,26.462,0.069,15.7,0.032,0.424,0.174,0,26.021,0.113,9.6,-0.343,0.415,0.159,0
1,3010.23,1532.33,1,25.749,0.041,26.4,-0.002,0.314,0.045,0,25.461,0.07,15.4,0.071,0.071,0.066,0
1,63.11,1843.96,1,27.439,0.112,9.7,-0.54,0.143,0.148,0,25.208,0.06,18.0,0.075,0.151,0.176,0
1,1241.07,2028.99,1,26.246,0.066,16.5,-0.146,0.074,0.004,0,24.803,0.065,16.6,-0.073,0.136,0.002,0
1,1203.45,888.84,1,26.143,0.045,24.2,-0.163,0.299,0.195,0,25.141,0.053,20.4,-0.18,0.207,0.274,0
1,3264.82,692.01,1,26.048,0.043,25.4,-0.095,0.024,0.035,0,25.259,0.055,19.8,-0.091,0.056,0.067,0
1,3197.04,942.01,1,26.05,0.046,23.4,-0.192,0.313,0.345,0,25.252,0.058,18.8,-0.261,0.424,0.319,0
1,2487.06,954.02,1,26.326,0.051,21.5,-0.151,0.085,0.224,0,25.113,0.053,20.4,-0.214,0.14,0.34,0
1,3029.93,1543.79,1,25.755,0.044,24.8,0.021,0.099,0.076,0,25.589,0.078,14.0,-0.048,0.055,0.161,0
1,3833.93,489.03,1,26.138,0.05,21.7,-0.151,0.222,0.411,0,25.362,0.063,17.4,-0.207,0.279,0.435,0
1,3356.37,1897.19,1,26.569,0.081,13.5,0.017,0.365,0.094,0,26.482,0.176,6.2,-0.607,0.594,0.014,0
1,2834.35,631.15,1,26.431,0.052,21.1,-0.125,0.158,0.011,0,25.159,0.051,21.3,-0.124,0.308,0.029,0
1,2956.79,422.27,1,26.291,0.047,22.9,-0.197,0.192,0.031,0,25.305,0.055,19.8,-0.178,0.177,0.13,0
1,3624.06,617.11,1,26.291,0.05,21.9,-0.092,0.115,0.11,0,25.297,0.057,19.1,-0.12,-0.111,0.064,0
1,3495.98,416.18,1,27.018,0.083,13.0,0.005,0.019,0.027,0,26.135,0.101,10.8,-0.342,0.155,0.004,0
1,3089.82,1550.72,1,25.89,0.046,23.4,-0.002,0.374,0.086,0,25.557,0.073,14.8,-0.086,-0.05,0.06,0
1,3240.63,1410.76,1,28.322,0.201,5.4,0.142,0.692,0.009,0,25.488,0.069,15.7,0.073,0.012,0.018,0
1,3054.46,1567.82,1,25.861,0.046,23.9,-0.058,0.091,0.021,0,25.72,0.086,12.6,-0.136,0.263,0.051,0
1,452.76,944.57,1,26.075,0.047,23.2,-0.176,0.254,0.102,0,25.529,0.069,15.6,-0.259,0.296,0.089,0
1,26.92,174.78,1,26.053,0.053,20.4,-0.182,0.207,0.533,0,26.043,0.108,10.0,-0.297,0.152,0.929,0
1,3085.57,1556.95,1,25.917,0.047,23.3,-0.027,0.13,0.023,0,25.683,0.083,13.0,-0.129,0.14,0.013,0
1,2886.41,921.39,1,26.497,0.054,20.0,-0.079,0.383,0.071,0,25.181,0.053,20.5,-0.069,-0.031,0.023,0
1,1288.71,298.97,1,26.208,0.05,21.8,-0.234,0.044,0.34,0,25.569,0.069,15.7,-0.344,0.243,0.41,0
1,1533.17,1845.66,1,25.925,0.046,23.4,-0.272,0.36,0.164,0,25.605,0.082,13.3,-0.17,0.535,0.264,0
1,1530.16,1845.59,1,25.898,0.047,23.2,-0.26,0.34,0.202,0,25.741,0.089,12.2,-0.331,0.403,0.31,0
1,1681.41,1667.93,1,26.325,0.053,20.6,-0.273,0.094,0.03,0,25.216,0.056,19.2,-0.275,0.149,0.009,0
1,3231.37,1794.18,1,26.085,0.049,22.0,-0.153,0.034,0.028,0,25.51,0.076,14.2,-0.095,0.185,0.012,0
1,2612.49,1300.84,1,26.47,0.054,20.1,-0.25,0.29,0.087,0,25.169,0.054,20.1,-0.34,0.362,0.106,0
1,385.39,1446.99,1,26.563,0.061,17.8,-0.191,0.081,0.255,0,25.234,0.058,18.8,-0.211,0.32,0.231,0
1,3454.99,897.2,1,26.497,0.056,19.4,-0.298,0.209,0.006,0,25.298,0.056,19.2,-0.303,0.281,0.029,0
1,23.99,176.8,1,26.31,0.056,19.5,-0.157,0.281,0.366,0,25.666,0.075,14.5,-0.178,0.094,0.496,0
1,3103.03,1559.24,1,25.872,0.046,23.4,-0.041,0.156,0.027,0,25.991,0.105,10.3,-0.038,0.345,0.059,0
1,274.93,550.13,1,26.819,0.072,15.1,-0.105,0.322,0.608,0,25.664,0.075,14.4,-0.106,0.293,0.269,0
1,1221.69,920.04,1,26.362,0.05,21.7,-0.255,0.498,0.018,0,25.331,0.057,19.0,-0.262,-0.05,0.002,0
1,1750.73,1907.11,1,26.814,0.094,11.6,-0.279,0.151,0.238,0,25.914,0.113,9.6,-0.238,0.254,0.082,0
1,859.65,1549.99,1,26.466,0.057,19.0,-0.21,-0.18,0.149,0,25.359,0.065,16.7,-0.072,0.456,0.263,0
1,3350.09,965.23,1,26.547,0.059,18.5,-0.196,0.043,0.064,0,25.396,0.06,18.1,-0.268,0.025,0.054,0
1,1045.06,1176.67,1,26.398,0.055,19.7,-0.123,0.023,0.145,0,25.444,0.067,16.3,-0.165,0.047,0.158,0
1,1307.36,1121.33,1,26.718,0.062,17.5,-0.078,0.197,0.025,0,25.273,0.058,18.8,-0.102,0.322,0.056,0
1,520.3,526.76,1,26.462,0.057,18.9,-0.223,0.187,0.252,0,25.617,0.073,14.8,-0.174,0.092,0.324,0
1,2691.42,970.88,1,26.334,0.053,20.4,-0.131,-0.012,0.038,0,25.603,0.073,14.9,-0.114,0.475,0.074,0
1,3030.76,1576.83,1,26.007,0.053,20.3,-0.057,0.21,0.047,0,26.187,0.127,8.5,-0.023,0.128,0.178,0
1,3577.11,691.45,1,27.301,0.094,11.6,-0.06,0.238,0.021,0,25.198,0.055,19.6,-0.022,0.073,0.041,0
1,1309.13,1098.76,1,26.255,0.054,20.0,-0.07,0.117,0.126,0,25.723,0.081,13.4,-0.137,0.66,0.33,0
1,1497.63,1846.75,1,26.545,0.063,17.2,-0.231,0.562,0.185,0,25.394,0.068,16.1,-0.358,0.449,0.294,0
1,3793.02,174.65,1,26.417,0.067,16.3,-0.047,0.139,0.706,0,26.068,0.104,10.4,-0.017,0.362,0.732,0
1,2960.18,421.05,1,26.703,0.06,18.0,-0.244,-0.078,0.046,0,25.496,0.063,17.2,-0.192,0.169,0.167,0
1,3116.39,352.59,1,26.326,0.055,19.7,-0.099,0.138,0.113,0,25.869,0.085,12.7,-0.058,0.017,0.183,0
1,2989.94,2027.01,1,26.384,0.087,12.5,-0.086,0.317,0.198,0,25.456,0.108,10.0,-0.051,0.75,0.19,0
1,1536.05,314.04,1,26.73,0.062,17.4,-0.142,0.458,0.039,0,25.545,0.064,16.9,-0.148,-0.055,0.041,0
1,1834.12,1488.75,1,27.082,0.082,13.2,-0.291,4.848,0.143,0,25.221,0.057,19.1,-0.296,0.28,0.198,0
1,2687.45,194.7,1,27.399,0.109,9.9,-0.084,0.53,1.557,0,26.159,0.109,9.9,-0.006,0.17,0.574,0
1,521.77,525.74,1,26.598,0.064,17.0,-0.244,0.11,0.34,0,25.721,0.08,13.6,-0.216,0.1,0.413,0
1,3024.61,1567.0,1,26.299,0.061,17.8,-0.185,0.372,0.092,0,25.945,0.1,10.9,-0.408,0.02,0.139,0
1,101.37,289.67,1,26.52,0.061,17.9,-0.163,0.188,0.1,0,25.928,0.088,12.3,-0.19,-0.11,0.1,0
1,2650.01,27.11,1,26.593,0.062,17.6,-0.033,0.307,0.182,0,25.826,0.078,13.9,-0.111,0.093,0.15,0
1,242.07,1909.28,1,26.238,0.06,18.2,-0.146,0.008,0.212,0,25.798,0.094,11.6,-0.232,0.133,0.22,0
1,2120.46,829.97,1,26.415,0.06,18.1,-0.155,0.31,0.059,0,25.957,0.094,11.5,-0.185,-0.01,0.083,0
1,3196.88,1481.84,1,26.614,0.068,15.9,-0.206,0.025,0.165,0,25.721,0.084,12.9,-0.171,0.104,0.169,0
1,1280.23,229.8,1,26.815,0.067,16.3,-0.295,0.474,0.013,0,25.783,0.074,14.6,-0.273,0.085,0.002,0
1,3446.51,1839.31,1,26.905,0.079,13.7,-0.026,0.527,0.029,0,25.467,0.073,14.9,-0.047,-0.265,0.019,0
1,745.99,458.84,1,26.95,0.073,14.9,-0.289,0.046,0.034,0,25.641,0.069,15.7,-0.305,0.042,0.03,0
1,1480.16,1847.99,1,27.056,0.086,12.6,-0.297,0.631,0.139,0,25.427,0.073,14.9,-0.282,1.518,0.388,0
1,926.0,4.19,1,26.767,0.066,16.3,-0.239,-0.007,0.001,0,25.844,0.077,14.2,-0.221,0.111,0.002,0
1,3706.88,404.45,1,26.634,0.067,16.2,-0.255,0.027,0.049,0,25.941,0.089,12.1,-0.331,0.234,0.096,0
1,262.7,1771.54,1,27.783,0.143,7.6,-0.045,0.271,0.005,0,25.561,0.076,14.2,-0.108,0.162,0.002,0
1,3889.72,1914.02,1,26.588,0.071,15.2,-0.175,0.757,0.024,0,25.707,0.088,12.4,-0.115,-0.288,0.087,0
1,3515.35,887.37,1,27.292,0.09,12.0,-0.089,0.033,0.001,0,25.503,0.066,16.5,-0.111,0.369,0.002,0
1,3348.82,900.3,1,27.233,0.105,10.4,-0.234,0.109,0.001,0,26.301,0.123,8.8,-0.025,0.133,0.096,0
1,1243.12,448.08,1,26.815,0.072,15.0,-0.16,0.539,0.239,0,25.886,0.084,12.9,-0.173,0.185,0.259,0
1,3308.93,1006.95,1,27.022,0.08,13.6,-0.259,0.339,0.111,0,25.609,0.072,15.1,-0.289,0.126,0.18,0
1,3904.45,621.84,1,28.101,0.15,7.2,-0.125,0.189,0.198,0,25.387,0.063,17.3,-0.188,0.239,0.151,0
1,2709.06,1727.96,1,26.435,0.065,16.8,-0.094,0.222,0.027,0,25.914,0.1,10.9,-0.04,0.133,0.077,0
1,3011.37,197.13,1,27.996,0.132,8.2,-0.28,0.045,0.136,0,25.563,0.066,16.5,-0.239,0.158,0.096,0
1,1683.72,144.13,1,27.46,0.097,11.2,-0.188,0.246,0.003,0,25.672,0.071,15.4,-0.085,0.033,0.004,0
1,2688.5,195.29,1,26.651,0.069,15.7,-0.117,0.179,0.342,0,26.105,0.108,10.0,-0.053,0.229,0.533,0
1,1170.73,1561.77,1,26.667,0.071,15.3,-0.155,0.082,0.086,0,25.753,0.086,12.6,-0.254,0.296,0.037,0
1,243.18,1911.01,1,26.38,0.071,15.3,-0.163,0.207,0.362,0,26.02,0.116,9.4,-0.375,0.219,0.285,0
1,3404.2,215.66,1,26.667,0.066,16.5,-0.302,0.172,0.007,0,26.106,0.096,11.3,-0.268,0.144,0.04,0
1,3377.99,1101.1,1,26.463,0.066,16.4,-0.219,0.219,0.074,0,26.043,0.103,10.5,-0.394,0.426,0.164,0
1,3052.9,479.01,1,27.028,0.079,13.7,-0.048,0.454,0.037,0,25.721,0.074,14.6,-0.09,0.761,0.024,0
1,2966.2,581.41,1,26.75,0.071,15.4,-0.09,0.097,0.069,0,25.995,0.093,11.7,-0.189,-0.057,0.106,0
1,3072.1,1555.37,1,26.824,0.077,14.1,0.002,0.032,0.025,0,25.732,0.085,12.8,-0.083,0.363,0.015,0
1,3097.23,6.01,1,26.87,0.077,14.2,-0.203,1.421,0.302,0,26.215,0.109,9.9,-0.121,1.463,0.455,0
1,1737.85,143.63,1,26.808,0.073,14.9,-0.113,0.006,0.035,0,26.233,0.104,10.4,-0.063,1.254,0.005,0
1,2488.88,952.96,1,26.878,0.077,14.0,-0.246,0.097,0.321,0,25.775,0.085,12.7,-0.284,0.033,0.446,0
1,860.9,788.92,1,26.64,0.069,15.7,-0.123,0.169,0.032,0,26.1,0.099,11.0,-0.131,0.432,0.046,0
1,2858.92,395.69,1,28.519,0.19,5.7,-0.407,0.196,0.027,0,25.538,0.064,16.9,-0.022,0.368,0.001,0
1,2143.01,1823.08,1,27.108,0.1,10.8,-0.243,0.504,0.433,0,25.687,0.09,12.1,-0.314,0.297,0.634,0
1,3460.36,1779.13,1,27.028,0.09,12.1,-0.039,0.107,0.081,0,25.548,0.076,14.2,-0.132,0.616,0.043,0
1,2145.37,1822.51,1,27.277,0.106,10.2,-0.21,0.343,0.424,0,25.591,0.084,12.9,-0.243,0.483,0.566,0
1,2148.96,1822.68,1,27.779,0.152,7.1,-0.138,0.026,0.512,0,25.38,0.069,15.7,-0.312,0.496,0.372,0
1,525.4,527.23,1,26.954,0.076,14.4,-0.184,0.322,0.158,0,25.916,0.087,12.5,-0.163,0.053,0.109,0
1,1676.83,634.52,1,27.007,0.084,13.0,-0.089,0.28,0.462,0,25.856,0.086,12.7,-0.212,0.283,0.446,0
1,2363.36,412.06,1,27.109,0.082,13.2,-0.097,-0.096,0.162,0,25.778,0.081,13.4,-0.032,0.621,0.152,0
1,2189.37,1821.0,1,26.903,0.088,12.3,-0.201,0.403,0.304,0,25.706,0.093,11.7,-0.348,0.505,0.34,0
1,3310.99,1005.22,1,27.39,0.103,10.6,-0.186,0.211,0.219,0,25.585,0.071,15.3,-0.205,0.087,0.208,0
1,201.05,1678.15,1,26.373,0.071,15.2,-0.035,0.055,0.07,0,26.604,0.185,5.9,-0.304,0.656,0.286,0
1,3100.17,1532.68,1,27.121,0.09,12.0,-0.052,0.061,0.011,0,25.671,0.081,13.3,0.028,0.29,0.015,0
1,3038.71,1525.81,1,26.919,0.085,12.8,-0.065,0.293,0.005,0,25.718,0.086,12.7,-0.164,-0.078,0.011,0
1,3013.7,1515.77,1,27.006,0.089,12.3,0.041,0.193,0.067,0,25.764,0.087,12.5,0.026,0.297,0.108,0
1,3527.19,1423.62,1,28.259,0.218,5.0,0.609,4.833,0.273,0,26.007,0.109,9.9,0.088,-0.314,0.112,0
1,3968.01,763.39,1,26.639,0.069,15.8,-0.249,0.202,0.045,0,26.067,0.105,10.4,-0.16,0.679,0.125,0
1,3273.87,419.34,1,26.861,0.077,14.0,-0.132,-0.078,0.053,0,26.252,0.116,9.3,-0.025,0.384,0.073,0
1,2946.74,1528.19,1,27.041,0.089,12.2,-0.074,0.258,0.028,0,25.837,0.093,11.7,0.192,0.76,0.12,0
1,3197.99,1489.68,1,27.075,0.09,12.0,-0.254,0.117,0.184,0,25.746,0.088,12.3,-0.256,0.189,0.229,0
1,2242.42,1818.97,1,26.731,0.077,14.1,-0.163,0.477,0.118,0,25.855,0.097,11.1,-0.258,0.544,0.134,0
1,1837.67,1407.39,1,27.053,0.089,12.3,-0.295,0.644,0.119,0,25.866,0.095,11.4,-0.201,0.851,0.202,0
1,387.14,1446.0,1,26.768,0.08,13.6,-0.26,0.039,0.356,0,25.89,0.1,10.9,-0.334,-0.005,0.48,0
1,3059.03,1571.91,1,26.447,0.073,14.9,-0.033,0.229,0.015,0,26.417,0.155,7.0,-0.076,0.409,0.045,0
1,536.74,206.75,1,27.205,0.084,12.9,-0.205,0.199,0.015,0,25.853,0.081,13.4,-0.154,-0.041,0.073,0
1,2929.01,1497.07,1,26.507,0.075,14.5,0.054,0.016,0.001,0,26.542,0.168,6.5,0.058,1.492,0.0,0
1,3094.45,1554.36,1,28.06,0.185,5.9,0.121,0.178,0.395,0,26.288,0.141,7.7,0.095,0.135,0.075,0
1,3467.54,885.69,1,27.096,0.087,12.5,-0.073,0.358,0.156,0,25.845,0.096,11.3,0.118,-0.005,0.297,0
1,121.79,100.7,1,27.074,0.088,12.4,-0.105,0.469,0.255,0,26.17,0.105,10.4,-0.055,0.469,0.207,0
1,4027.17,2016.37,1,27.026,0.125,8.7,-0.222,0.154,0.012,0,25.725,0.142,7.7,-0.3,0.272,0.017,0
1,753.65,639.73,1,26.964,0.082,13.3,-0.246,0.279,0.172,0,26.155,0.113,9.6,-0.141,0.013,0.267,0
1,2467.0,169.07,1,27.083,0.088,12.4,-0.146,0.265,0.29,0,26.094,0.098,11.0,-0.302,-0.148,0.273,0
1,98.22,507.1,1,27.094,0.084,12.9,-0.302,0.293,0.062,0,26.002,0.096,11.3,-0.235,0.284,0.116,0
1,1601.84,1764.97,1,26.63,0.082,13.3,-0.076,0.263,0.094,0,26.316,0.143,7.6,-0.104,2.211,0.456,0
1,2999.61,1569.78,1,27.35,0.11,9.9,-0.054,0.138,0.031,0,25.78,0.093,11.7,0.038,0.196,0.032,0
1,94.41,506.58,1,27.189,0.089,12.2,-0.291,0.12,0.135,0,25.963,0.092,11.8,-0.302,0.153,0.189,0
1,761.84,678.01,1,26.634,0.073,14.8,-0.115,1.067,0.141,0,26.415,0.131,8.3,-0.109,0.558,0.205,0
1,1837.12,1411.15,1,27.315,0.102,10.6,-0.322,0.538,0.131,0,25.784,0.089,12.2,-0.224,0.358,0.141,0
1,3508.99,46.55,1,26.852,0.077,14.1,-0.2,0.09,0.01,0,26.33,0.117,9.3,-0.193,0.131,0.012,0
1,2486.63,956.04,1,27.572,0.115,9.4,-0.357,-0.035,0.455,0,25.603,0.077,14.1,-0.246,0.217,0.43,0
1,294.02,1781.12,1,26.665,0.085,12.8,-0.164,0.368,0.142,0,26.329,0.148,7.4,-0.28,0.02,0.345,0
1,861.43,1551.21,1,27.479,0.115,9.5,-0.374,-0.038,0.335,0,25.727,0.091,11.9,-0.214,0.784,0.338,0
1,477.99,2000.75,1,27.005,0.135,8.0,-0.246,0.061,0.324,0,25.758,0.141,7.7,-0.348,0.279,0.461,0
1,2459.19,987.91,1,26.841,0.081,13.5,-0.1,0.475,0.092,0,26.145,0.111,9.8,-0.289,0.07,0.105,0
1,3068.35,1619.67,1,26.913,0.087,12.5,-0.043,0.636,0.031,0,26.041,0.114,9.6,0.049,-0.073,0.09,0
1,2205.99,1819.77,1,26.642,0.084,13.0,-0.247,0.597,0.162,0,26.245,0.138,7.9,-0.329,0.264,0.393,0
1,2252.97,1818.59,1,27.737,0.163,6.6,-0.233,1.675,0.417,0,25.646,0.091,11.9,-0.15,0.594,0.258,0
1,3793.22,177.54,1,26.792,0.088,12.3,-0.153,0.313,0.619,0,26.718,0.183,5.9,-0.016,0.763,1.087,0
1,588.47,1789.5,1,27.838,0.178,6.1,-0.1,0.301,0.016,0,26.75,0.215,5.1,-0.264,0.155,0.112,0
1,2722.02,1459.11,1,26.918,0.087,12.5,-0.025,-0.136,0.036,0,26.025,0.105,10.3,-0.109,0.408,0.072,0
1,2139.6,1822.06,1,27.687,0.159,6.8,-0.149,0.516,0.835,0,25.968,0.114,9.5,-0.373,0.161,0.701,0
1,3304.88,1008.92,1,27.098,0.09,12.1,-0.224,0.025,0.022,0,25.985,0.096,11.3,-0.368,0.18,0.044,0
1,4067.9,2040.04,1,27.033,0.142,7.6,-0.304,0.327,0.013,0,25.784,0.152,7.1,-0.101,2.648,0.02,0
1,718.25,889.64,1,27.375,0.103,10.6,-0.066,0.358,0.084,0,25.916,0.092,11.8,-0.174,0.158,0.12,0
1,2862.94,1554.85,1,26.811,0.085,12.7,-0.183,0.518,0.171,0,26.147,0.118,9.2,-0.315,0.465,0.257,0
