extension,x,y,type,mag_v,err_v,snr_v,sharp_v,round_v,crowd_v,flag_v,mag_i,err_i,snr_i,sharp_i,round_i,crowd_i,flag_i
1,1647.21,1294.61,1,27.131,0.099,10.9,-0.188,0.062,0.479,0,25.844,0.089,12.2,-0.247,0.212,0.051,0
1,1907.79,975.9,1,27.014,0.094,11.6,-0.18,1.039,0.26,0,26.231,0.118,9.2,-0.24,0.267,0.2,0
1,1396.02,423.94,1,27.119,0.086,12.6,-0.185,0.271,0.038,0,26.123,0.099,11.0,-0.28,0.208,0.059,0
1,2696.95,2036.43,1,26.918,0.136,8.0,0.14,2.034,0.058,0,25.962,0.16,6.8,-0.117,0.321,0.033,0
1,1743.72,953.6,1,26.789,0.082,13.3,-0.07,0.249,0.157,0,26.389,0.132,8.3,-0.174,-0.118,0.249,0
1,3376.57,1527.85,1,27.061,0.095,11.4,-0.111,0.358,0.205,0,26.091,0.116,9.3,-0.186,0.468,0.37,0
1,4005.66,558.86,1,27.584,0.12,9.1,-0.202,0.58,0.063,0,26.077,0.099,11.0,-0.2,-0.09,0.088,0
1,3081.84,1594.35,1,27.096,0.098,11.1,0.106,0.873,0.008,0,25.927,0.1,10.9,-0.059,0.411,0.017,0
1,3475.98,1198.98,1,27.01,0.091,11.9,-0.242,0.104,0.043,0,26.073,0.112,9.7,-0.204,0.382,0.186,0
1,3590.99,1274.51,1,27.451,0.116,9.3,-0.165,0.254,0.247,0,25.924,0.096,11.3,-0.169,0.145,0.247,0
1,2399.63,93.86,1,27.05,0.083,13.1,-0.273,0.182,0.057,0,26.339,0.115,9.4,-0.292,0.401,0.101,0
1,2973.08,1575.0,1,27.001,0.095,11.4,0.117,0.724,0.149,0,26.009,0.107,10.1,-0.061,0.039,0.036,0
1,1640.61,1060.53,1,27.143,0.095,11.5,-0.104,-0.035,0.0,0,26.192,0.115,9.5,-0.198,0.308,0.0,0
1,2141.6,1822.23,1,27.552,0.138,7.9,-0.226,0.702,0.631,0,25.955,0.115,9.5,-0.346,0.268,0.768,0
1,3197.54,1496.02,1,26.803,0.09,12.1,-0.203,0.437,0.159,0,26.428,0.157,6.9,-0.309,0.02,0.32,0
1,2564.98,479.77,1,27.246,0.093,11.7,-0.13,0.109,0.0,0,26.142,0.101,10.7,-0.053,0.946,0.001,0
1,4075.48,259.01,1,27.023,0.085,12.8,-0.06,0.816,0.004,0,26.234,0.108,10.0,-0.119,0.174,0.003,0
1,1555.03,542.9,1,27.788,0.128,8.5,-0.221,0.132,0.016,0,25.887,0.084,12.9,-0.241,0.438,0.033,0
1,2381.26,1814.05,1,27.149,0.106,10.2,-0.229,0.165,0.098,0,26.249,0.138,7.9,-0.037,0.474,0.087,0
1,1214.92,652.6,1,27.207,0.096,11.3,-0.204,0.133,0.124,0,26.189,0.108,10.1,-0.189,0.129,0.221,0
1,3341.94,682.39,1,27.608,0.117,9.3,-0.132,-0.027,0.001,0,25.922,0.087,12.5,-0.129,0.292,0.002,0
1,3453.99,1193.1,1,26.828,0.086,12.7,-0.239,0.361,0.009,0,26.272,0.13,8.4,-0.347,-0.255,0.141,0
1,2239.36,1819.0,1,26.68,0.084,13.0,-0.204,0.326,0.209,0,26.357,0.151,7.2,-0.358,0.411,0.36,0
1,1964.5,1896.97,1,27.559,0.143,7.6,0.076,0.996,0.084,0,25.77,0.101,10.7,0.015,-0.259,0.019,0
1,3087.53,1591.19,1,27.272,0.107,10.1,-0.042,0.906,0.105,0,25.983,0.106,10.2,0.066,0.557,0.057,0
1,1340.2,1853.9,1,27.622,0.134,8.1,-0.203,0.57,0.105,0,25.717,0.087,12.4,-0.228,0.598,0.074,0
1,3785.86,172.78,1,26.992,0.089,12.3,-0.068,0.481,0.039,0,26.546,0.137,7.9,-0.044,0.214,0.014,0
1,3762.26,701.35,1,27.263,0.102,10.7,-0.149,0.426,0.142,0,26.262,0.122,8.9,-0.107,-0.087,0.162,0
1,1889.0,324.99,1,27.827,0.132,8.2,-0.104,0.917,0.059,0,25.957,0.086,12.6,-0.138,-0.013,0.062,0
1,459.78,1204.04,1,27.193,0.099,11.0,-0.323,0.213,0.012,0,26.193,0.119,9.1,-0.195,0.353,0.124,0
1,2880.99,1531.82,1,27.254,0.106,10.3,-0.212,-0.082,0.004,0,25.864,0.094,11.5,-0.132,0.231,0.01,0
1,776.74,953.82,1,27.095,0.092,11.8,-0.069,0.146,0.139,0,26.159,0.113,9.6,-0.184,0.16,0.273,0
1,490.76,374.89,1,27.468,0.107,10.1,-0.148,0.083,0.184,0,26.039,0.096,11.3,-0.182,0.147,0.277,0
1,3204.34,1800.79,1,27.9,0.175,6.2,-0.139,0.652,0.167,0,25.746,0.092,11.8,-0.177,0.076,0.102,0
1,1347.38,1854.17,1,27.542,0.15,7.2,-0.098,1.559,0.586,0,26.4,0.165,6.6,-0.381,1.126,0.637,0
1,178.75,46.76,1,27.56,0.111,9.8,-0.271,0.067,0.053,0,26.09,0.098,11.1,-0.242,0.956,0.03,0
1,1771.37,1496.59,1,27.282,0.114,9.5,-0.105,0.107,0.34,0,26.08,0.117,9.3,-0.162,0.092,0.115,0
1,2204.29,1937.0,1,26.753,0.088,12.3,-0.142,0.094,0.019,0,26.407,0.161,6.7,-0.102,0.377,0.025,0
1,2067.58,136.06,1,27.454,0.109,10.0,-0.223,0.335,0.291,0,26.247,0.115,9.5,-0.085,0.436,0.287,0
1,2412.99,1280.02,1,26.978,0.094,11.6,-0.308,0.542,0.019,0,26.369,0.137,7.9,-0.25,0.249,0.046,0
1,1424.99,480.97,1,27.354,0.104,10.5,-0.295,0.236,0.041,0,26.185,0.104,10.4,-0.295,0.091,0.028,0
1,3743.99,2041.99,1,27.062,0.149,7.3,-0.308,0.047,0.129,0,26.087,0.191,5.7,-0.041,0.964,0.082,0
1,1839.55,1356.79,1,27.148,0.1,10.9,-0.241,0.186,0.138,0,26.177,0.119,9.1,-0.336,0.282,0.21,0
1,3764.9,702.08,1,27.13,0.099,10.9,-0.113,0.414,0.148,0,26.378,0.132,8.2,-0.248,-0.085,0.191,0
1,915.0,619.58,1,27.154,0.096,11.3,-0.227,0.456,0.043,0,26.371,0.124,8.8,-0.339,0.113,0.054,0
1,130.65,93.1,1,27.33,0.103,10.5,-0.095,0.052,0.046,0,26.43,0.122,8.9,-0.093,0.178,0.048,0
1,3468.2,1852.85,1,26.772,0.092,11.8,-0.211,0.293,0.078,0,26.658,0.199,5.5,-0.258,0.181,0.116,0
1,2580.6,693.0,1,27.321,0.105,10.3,0.059,0.644,0.013,0,26.205,0.113,9.6,-0.08,-0.002,0.055,0
1,2401.29,1349.8,1,26.9,0.091,11.9,-0.217,0.403,0.008,0,26.515,0.161,6.8,-0.248,0.232,0.069,0
1,1588.05,365.98,1,26.912,0.091,12.0,0.034,0.222,0.025,0,26.868,0.183,5.9,0.005,0.115,0.007,0
1,1836.57,1405.02,1,27.103,0.104,10.5,-0.209,4.696,0.22,0,26.262,0.131,8.3,-0.294,0.79,0.331,0
1,1850.96,1069.38,1,27.507,0.131,8.3,-0.182,0.239,0.014,0,26.496,0.149,7.3,-0.046,1.443,0.022,0
1,3476.89,1514.96,1,27.063,0.102,10.7,-0.125,0.361,0.123,0,26.213,0.129,8.4,-0.236,0.194,0.105,0
1,1205.92,714.85,1,27.393,0.11,9.9,-0.156,0.654,0.16,0,26.127,0.107,10.2,-0.141,-0.234,0.239,0
1,3004.47,1507.85,1,27.648,0.145,7.5,-0.058,0.332,0.036,0,26.297,0.14,7.8,0.068,1.477,0.01,0
1,3773.77,1455.12,1,27.04,0.098,11.0,-0.156,-0.125,0.055,0,26.194,0.123,8.8,-0.258,0.302,0.109,0
1,3055.66,1563.47,1,26.951,0.097,11.2,-0.007,0.567,0.173,0,26.384,0.15,7.2,0.1,0.474,0.26,0
1,2970.48,1567.7,1,27.268,0.119,9.1,0.008,0.682,0.012,0,26.416,0.157,6.9,-0.01,-0.055,0.549,0
1,1626.01,1991.95,1,27.125,0.147,7.4,-0.045,-0.134,0.0,0,25.972,0.177,6.1,0.143,0.355,0.0,0
1,349.07,1723.36,1,27.581,0.204,5.3,-0.08,0.915,0.187,0,26.006,0.144,7.5,-0.256,0.074,0.18,0
1,1839.0,1359.66,1,27.16,0.103,10.5,-0.207,0.305,0.181,0,26.249,0.126,8.6,-0.328,0.362,0.245,0
1,3565.98,560.86,1,27.352,0.11,9.9,-0.159,-0.14,0.104,0,26.35,0.125,8.7,-0.261,0.209,0.19,0
1,111.55,327.82,1,27.346,0.101,10.7,-0.255,0.346,0.007,0,26.276,0.109,9.9,-0.352,0.065,0.022,0
1,24.82,1415.36,1,26.981,0.099,11.0,-0.116,0.331,0.006,0,26.436,0.16,6.8,0.141,0.29,0.094,0
1,1275.99,86.99,1,27.136,0.099,11.0,-0.232,0.155,0.147,0,26.679,0.149,7.3,-0.307,0.426,0.157,0
1,3144.35,868.19,1,27.683,0.132,8.2,-0.069,-0.121,0.046,0,26.134,0.113,9.6,-0.152,0.411,0.215,0
1,2249.99,1818.03,1,27.111,0.116,9.3,-0.293,0.325,0.133,0,26.656,0.197,5.5,-0.3,2.044,0.473,0
1,3268.28,294.59,1,27.074,0.096,11.3,-0.085,0.389,0.052,0,26.811,0.175,6.2,-0.236,0.148,0.422,0
1,2246.4,1449.96,1,26.974,0.098,11.1,-0.091,0.246,0.041,0,26.466,0.154,7.0,-0.263,0.069,0.011,0
1,2031.46,1529.44,1,27.296,0.119,9.1,-0.201,3.981,0.011,0,26.264,0.132,8.2,-0.304,-0.017,0.003,0
1,830.83,878.59,1,27.085,0.103,10.6,-0.072,1.039,0.033,0,26.648,0.165,6.6,-0.158,0.155,0.061,0
1,2370.57,354.4,1,27.864,0.137,7.9,-0.327,0.47,0.402,0,26.109,0.097,11.2,-0.262,0.416,0.012,0
1,2794.47,1921.95,1,27.086,0.119,9.1,-0.117,0.793,0.267,0,26.773,0.208,5.2,-0.449,0.277,0.672,0
1,1630.0,286.84,1,27.475,0.111,9.7,-0.244,0.57,0.01,0,26.336,0.113,9.6,-0.181,0.036,0.04,0
1,3039.6,1774.01,1,27.053,0.102,10.6,-0.154,0.154,0.009,0,26.367,0.145,7.5,-0.237,0.218,0.016,0
1,828.58,127.1,1,27.192,0.099,11.0,-0.256,0.145,0.049,0,26.669,0.149,7.3,-0.325,0.151,0.128,0
1,1839.74,1351.01,1,27.193,0.113,9.6,-0.163,0.476,0.168,0,26.475,0.153,7.1,-0.307,0.532,0.363,0
1,3354.82,1115.13,1,27.811,0.154,7.1,-0.207,1.042,0.139,0,26.151,0.117,9.3,-0.276,0.329,0.262,0
1,2456.76,990.44,1,27.513,0.134,8.1,-0.255,0.27,0.161,0,26.744,0.178,6.1,-0.334,-0.104,0.377,0
1,3838.99,491.01,1,27.714,0.137,7.9,-0.344,0.428,0.061,0,26.401,0.127,8.5,-0.14,0.458,0.046,0
1,3006.7,1600.82,1,27.398,0.123,8.8,0.07,0.918,0.012,0,26.168,0.123,8.8,0.042,-0.626,0.003,0
1,2076.97,1044.95,1,27.573,0.128,8.5,-0.149,-0.194,0.201,0,26.166,0.111,9.8,-0.089,0.814,0.201,0
1,3064.04,1586.85,1,26.743,0.091,11.9,-0.051,0.282,0.004,0,26.795,0.219,5.0,0.031,0.937,0.084,0
1,1916.85,141.51,1,27.899,0.141,7.7,-0.179,0.78,0.048,0,26.284,0.107,10.1,-0.315,0.666,0.077,0
1,349.01,1725.93,1,27.062,0.159,6.8,-0.063,1.426,0.122,0,26.427,0.215,5.0,-0.418,0.044,0.339,0
1,2370.25,1854.33,1,27.643,0.139,7.8,-0.348,0.854,0.153,0,25.983,0.11,9.9,-0.242,0.082,0.182,0
1,2885.13,1346.66,1,27.583,0.126,8.6,-0.167,0.923,0.01,0,26.095,0.111,9.8,-0.061,-0.289,0.016,0
1,2478.39,853.95,1,27.347,0.111,9.8,-0.089,-0.121,0.127,0,26.378,0.134,8.1,-0.116,0.493,0.277,0
1,358.62,1559.48,1,27.773,0.153,7.1,0.091,0.041,0.069,0,26.086,0.116,9.3,-0.2,0.083,0.02,0
1,1416.14,2024.29,1,27.185,0.16,6.8,-0.118,0.645,0.262,0,26.222,0.211,5.1,-0.4,0.172,0.322,0
1,2894.86,1995.56,1,27.646,0.198,5.5,-0.355,0.582,0.206,0,25.934,0.16,6.8,-0.102,0.256,0.118,0
1,1205.54,712.83,1,27.688,0.127,8.5,-0.165,0.957,0.21,0,26.19,0.117,9.2,-0.232,-0.107,0.295,0
1,1894.81,1981.68,1,27.674,0.165,6.6,-0.328,0.199,0.027,0,26.266,0.142,7.7,-0.265,0.716,0.009,0
1,3309.29,1951.59,1,27.71,0.156,7.0,-0.305,0.391,0.013,0,26.201,0.138,7.9,-0.112,0.587,0.011,0
1,2159.95,1522.78,1,27.854,0.165,6.6,-0.486,0.026,0.14,0,25.99,0.105,10.4,-0.137,0.254,0.08,0
1,1241.37,447.94,1,27.458,0.114,9.5,-0.22,0.692,0.42,0,26.407,0.132,8.2,-0.264,0.113,0.466,0
1,1742.0,954.79,1,27.529,0.124,8.7,-0.251,0.216,0.297,0,26.281,0.126,8.7,-0.148,0.258,0.228,0
1,2226.17,400.41,1,27.671,0.133,8.2,-0.144,0.65,0.136,0,26.726,0.162,6.7,-0.241,0.5,0.21,0
1,2940.33,1540.97,1,27.241,0.115,9.5,-0.129,-0.117,0.043,0,26.392,0.148,7.4,-0.06,0.438,0.003,0
1,3154.75,417.31,1,27.142,0.103,10.5,-0.131,0.377,0.103,0,26.857,0.187,5.8,0.018,1.312,0.095,0
1,1939.35,116.77,1,28.281,0.198,5.5,0.112,0.35,0.17,0,27.0,0.201,5.4,0.019,0.716,0.013,0
1,2969.0,580.13,1,27.15,0.105,10.4,-0.215,0.033,0.107,0,26.816,0.187,5.8,-0.29,1.413,0.29,0
1,3269.7,299.42,1,27.496,0.114,9.6,-0.268,0.236,0.083,0,26.482,0.124,8.7,-0.293,0.077,0.164,0
1,2149.08,1719.71,1,26.989,0.108,10.1,-0.076,0.83,0.016,0,26.545,0.183,5.9,-0.305,0.1,0.1,0
1,779.26,954.01,1,27.094,0.106,10.3,-0.142,0.635,0.184,0,26.8,0.183,5.9,-0.337,-0.051,0.375,0
1,1622.56,1216.63,1,27.175,0.11,9.9,-0.283,0.176,0.044,0,26.839,0.213,5.1,-0.103,0.635,0.153,0
1,3375.29,1528.93,1,27.682,0.157,6.9,-0.169,0.404,0.478,0,26.405,0.153,7.1,-0.371,0.023,0.859,0
1,1263.36,656.65,1,28.304,0.216,5.0,0.144,0.813,0.054,0,26.98,0.211,5.2,0.16,-0.277,0.011,0
1,2051.87,1411.68,1,27.071,0.11,9.9,-0.072,0.081,0.01,0,26.532,0.167,6.5,-0.084,0.76,0.012,0
1,1624.39,137.13,1,27.174,0.103,10.5,-0.305,0.256,0.019,0,27.134,0.215,5.0,-0.255,0.356,0.054,0
1,1906.99,974.24,1,27.032,0.105,10.3,-0.194,0.739,0.295,0,26.937,0.215,5.1,-0.352,0.219,0.484,0
1,1934.05,103.15,1,27.388,0.11,9.9,-0.081,0.308,0.213,0,26.561,0.14,7.7,-0.151,0.03,0.232,0
1,3198.82,1481.12,1,27.453,0.143,7.6,-0.287,0.202,0.755,0,26.593,0.202,5.4,-0.181,0.144,0.713,0
1,3058.59,1532.22,1,27.355,0.121,9.0,-0.002,0.575,0.033,0,26.257,0.133,8.2,-0.001,0.101,0.109,0
1,433.62,1445.01,1,28.014,0.181,6.0,-0.198,-0.124,0.073,0,26.179,0.126,8.6,0.027,0.362,0.077,0
1,807.43,414.22,1,27.396,0.113,9.6,-0.108,0.904,0.296,0,26.591,0.147,7.4,-0.182,-0.137,0.231,0
1,1538.52,4.8,1,28.206,0.174,6.2,-0.304,0.325,0.923,0,26.443,0.134,8.1,-0.149,0.826,0.528,0
1,4044.91,135.62,1,27.234,0.107,10.2,-0.261,0.242,0.013,0,26.748,0.165,6.6,-0.322,-0.091,0.0,0
1,462.03,1388.12,1,27.379,0.131,8.3,-0.244,0.597,0.23,0,26.52,0.161,6.7,-0.338,0.261,0.3,0
1,1984.19,864.54,1,27.438,0.113,9.6,-0.069,0.548,0.008,0,26.382,0.132,8.2,-0.101,-0.056,0.041,0
1,2205.67,2019.44,1,27.456,0.176,6.2,-0.239,-0.071,0.011,0,26.067,0.193,5.6,0.088,0.36,0.024,0
1,216.59,1680.73,1,27.855,0.184,5.9,-0.105,0.046,0.004,0,26.554,0.185,5.9,-0.201,0.468,0.078,0
1,4021.02,250.56,1,28.456,0.219,5.0,-0.108,2.579,0.818,0,26.28,0.115,9.4,-0.239,0.144,0.16,0
1,773.98,1017.5,1,27.203,0.11,9.8,-0.117,0.424,0.015,0,26.512,0.151,7.2,-0.179,0.185,0.096,0
1,3386.01,623.99,1,27.245,0.107,10.1,-0.12,0.786,0.039,0,26.624,0.155,7.0,-0.145,0.298,0.099,0
1,2953.61,1544.3,1,27.678,0.142,7.6,0.036,0.276,0.088,0,26.094,0.117,9.3,0.09,0.511,0.053,0
1,1242.93,844.23,1,27.337,0.116,9.4,-0.042,2.325,0.016,0,26.54,0.146,7.4,-0.088,-0.445,0.012,0
1,491.55,376.61,1,27.801,0.137,7.9,-0.179,1.071,0.316,0,26.262,0.121,8.9,-0.157,0.161,0.434,0
1,3769.83,961.17,1,28.094,0.182,6.0,-0.027,0.461,0.097,0,26.169,0.118,9.2,-0.14,0.533,0.08,0
1,1119.2,1862.49,1,27.313,0.123,8.9,-0.286,0.386,0.086,0,26.257,0.138,7.9,-0.264,0.021,0.105,0
1,51.8,279.89,1,27.114,0.107,10.1,-0.03,0.363,0.008,0,27.041,0.206,5.3,0.101,0.401,0.059,0
1,2963.28,583.25,1,27.534,0.123,8.8,-0.09,0.598,0.121,0,26.454,0.137,7.9,-0.383,0.209,0.142,0
1,2465.94,168.05,1,27.255,0.11,9.9,-0.143,-0.244,0.455,0,26.599,0.149,7.3,-0.316,0.587,0.545,0
1,1380.2,1338.13,1,27.649,0.137,7.9,-0.21,1.224,0.185,0,26.265,0.128,8.5,-0.203,0.035,0.093,0
1,1839.09,1388.0,1,27.528,0.131,8.3,-0.223,0.74,0.203,0,26.272,0.129,8.4,-0.359,0.666,0.179,0
1,2228.9,399.78,1,27.692,0.126,8.6,-0.275,0.16,0.132,0,26.442,0.127,8.5,-0.234,0.117,0.096,0
1,615.0,861.56,1,27.974,0.159,6.8,-0.299,0.428,0.007,0,26.164,0.109,10.0,-0.236,0.118,0.01,0
1,495.0,1753.98,1,27.495,0.139,7.8,-0.326,0.233,0.016,0,26.195,0.132,8.2,-0.24,0.136,0.018,0
1,278.67,2037.1,1,27.367,0.179,6.1,-0.146,0.592,0.046,0,26.194,0.215,5.0,-0.334,-0.138,0.102,0
1,4003.39,1751.98,1,27.651,0.15,7.2,-0.141,0.021,0.126,0,26.186,0.136,8.0,-0.35,0.118,0.069,0
1,3683.87,1904.51,1,27.548,0.142,7.6,-0.085,0.006,0.004,0,26.209,0.133,8.1,0.033,0.664,0.002,0
1,506.55,366.71,1,27.315,0.111,9.8,-0.067,0.445,0.019,0,26.715,0.165,6.6,-0.206,0.43,0.044,0
1,3117.25,515.91,1,27.977,0.152,7.2,-0.227,0.039,0.017,0,26.239,0.111,9.8,-0.28,0.087,0.002,0
1,3054.2,1561.8,1,27.194,0.124,8.8,-0.048,0.435,0.252,0,26.633,0.191,5.7,-0.019,0.418,0.464,0
1,3030.99,1540.87,1,26.979,0.112,9.7,-0.219,0.168,0.257,0,26.668,0.199,5.5,-0.212,0.157,0.363,0
1,3959.99,27.04,1,27.109,0.107,10.1,-0.193,0.817,0.148,0,26.948,0.202,5.4,-0.161,3.354,0.233,0
1,828.4,884.0,1,27.124,0.107,10.1,-0.102,0.496,0.128,0,26.917,0.204,5.3,-0.128,0.534,0.194,0
1,3814.26,476.07,1,27.548,0.125,8.7,-0.076,0.076,0.151,0,26.539,0.145,7.5,-0.158,0.138,0.124,0
1,2314.99,353.78,1,27.191,0.105,10.3,-0.27,0.291,0.048,0,26.946,0.191,5.7,-0.335,0.59,0.13,0
1,2388.86,1813.95,1,27.703,0.151,7.2,-0.243,-0.075,0.083,0,26.11,0.118,9.2,-0.187,0.554,0.08,0
1,1305.1,1854.96,1,27.695,0.153,7.1,-0.217,0.415,0.131,0,26.134,0.124,8.8,-0.231,0.435,0.207,0
1,3200.49,138.47,1,27.644,0.132,8.3,-0.221,0.444,0.101,0,26.741,0.169,6.4,-0.187,0.594,0.125,0
1,2861.0,1553.74,1,28.148,0.202,5.4,-0.173,0.634,0.539,0,26.009,0.108,10.0,-0.269,0.398,0.213,0
1,3965.52,127.04,1,27.289,0.111,9.8,-0.118,0.031,0.003,0,26.965,0.201,5.4,-0.028,1.02,0.054,0
1,1673.99,665.05,1,27.082,0.107,10.2,-0.115,0.154,0.066,0,27.077,0.219,5.0,-0.215,0.408,0.132,0
1,2082.17,750.01,1,27.45,0.121,9.0,-0.169,1.362,0.047,0,26.595,0.156,7.0,-0.203,-0.187,0.187,0
1,2982.99,1557.85,1,27.206,0.124,8.8,-0.136,0.559,0.026,0,26.575,0.178,6.1,-0.249,0.127,0.047,0
1,741.33,109.93,1,27.568,0.124,8.7,-0.088,0.015,0.126,0,26.665,0.156,7.0,-0.26,2.455,0.258,0
1,616.57,164.92,1,27.38,0.117,9.3,-0.077,0.84,0.001,0,26.862,0.178,6.1,-0.031,0.461,0.008,0
1,2750.16,1376.99,1,27.763,0.155,7.0,-0.235,0.315,0.315,0,26.316,0.138,7.9,-0.279,0.102,0.356,0
1,2375.64,1815.09,1,27.498,0.137,8.0,-0.228,2.582,0.054,0,26.279,0.137,7.9,-0.363,0.279,0.066,0
1,2521.63,828.12,1,27.471,0.125,8.7,-0.226,-0.07,0.014,0,26.567,0.15,7.3,-0.198,0.475,0.013,0
1,39.34,466.21,1,27.708,0.132,8.2,-0.27,0.273,0.003,0,26.516,0.139,7.8,-0.172,0.239,0.038,0
1,3646.95,353.61,1,27.563,0.127,8.6,-0.122,0.195,0.067,0,26.505,0.138,7.9,0.018,0.595,0.128,0
1,3757.96,701.59,1,27.475,0.124,8.7,-0.071,0.471,0.045,0,26.528,0.148,7.3,-0.084,-0.015,0.049,0
1,892.22,105.42,1,27.495,0.118,9.2,-0.206,0.241,0.006,0,26.859,0.173,6.3,-0.204,0.288,0.014,0
1,3172.91,361.4,1,27.217,0.111,9.8,-0.03,1.229,0.016,0,26.974,0.191,5.7,-0.171,-0.386,0.002,0
1,1139.72,1220.82,1,27.553,0.13,8.4,-0.143,0.069,0.002,0,26.35,0.135,8.0,-0.162,0.439,0.005,0
1,1299.23,1854.01,1,27.785,0.172,6.3,-0.343,0.419,0.218,0,26.284,0.149,7.3,-0.155,0.346,0.385,0
1,3561.21,448.16,1,27.329,0.113,9.6,-0.21,0.03,0.001,0,26.791,0.181,6.0,-0.106,1.361,0.053,0
1,3573.02,1573.07,1,27.166,0.114,9.5,-0.24,0.317,0.141,0,26.539,0.165,6.6,-0.218,-0.013,0.091,0
1,3078.21,671.33,1,28.21,0.187,5.8,-0.06,0.7,0.225,0,26.258,0.115,9.4,-0.096,0.216,0.097,0
1,1156.46,1860.55,1,27.91,0.175,6.2,-0.356,0.536,0.349,0,26.2,0.133,8.1,-0.221,0.582,0.135,0
1,1840.01,1337.9,1,27.281,0.128,8.5,-0.147,0.676,0.168,0,26.822,0.204,5.3,-0.357,0.35,0.575,0
1,3061.89,1523.99,1,27.423,0.137,7.9,0.114,0.96,0.036,0,26.449,0.153,7.1,-0.155,0.473,0.023,0
1,1136.49,1862.17,1,28.088,0.209,5.2,-0.174,0.402,0.119,0,26.276,0.158,6.9,-0.017,0.542,0.282,0
1,1677.93,658.96,1,27.774,0.16,6.8,-0.005,1.3,0.087,0,26.829,0.184,5.9,-0.273,-0.126,0.154,0
1,2643.6,723.76,1,27.508,0.125,8.7,-0.137,-0.005,0.159,0,26.666,0.16,6.8,-0.357,0.137,0.211,0
1,2067.64,137.44,1,27.747,0.149,7.3,-0.32,0.236,0.514,0,27.037,0.211,5.1,-0.171,-0.177,0.901,0
1,906.13,964.44,1,28.091,0.178,6.1,-0.141,-0.053,0.112,0,26.438,0.139,7.8,-0.19,0.285,0.111,0
1,2557.73,1257.93,1,27.975,0.173,6.3,-0.06,0.275,0.271,0,26.381,0.138,7.9,-0.168,0.058,0.169,0
1,3821.49,116.05,1,28.418,0.205,5.3,-0.274,0.24,0.095,0,26.426,0.127,8.6,-0.213,0.132,0.051,0
1,4022.81,248.41,1,27.829,0.148,7.3,-0.021,1.599,0.205,0,26.587,0.15,7.2,-0.213,0.362,0.307,0
1,1951.24,867.64,1,28.267,0.189,5.7,-0.065,0.193,0.005,0,26.268,0.123,8.8,-0.111,0.008,0.042,0
1,3248.57,709.49,1,27.922,0.161,6.8,-0.07,1.074,0.163,0,26.665,0.159,6.8,-0.171,0.339,0.005,0
1,444.78,1757.8,1,27.633,0.159,6.8,0.043,1.039,0.273,0,26.461,0.174,6.2,-0.205,0.14,0.284,0
1,2156.79,1517.88,1,27.895,0.177,6.1,-0.591,0.043,0.133,0,26.291,0.132,8.2,-0.058,0.929,0.183,0
1,1685.33,707.85,1,28.134,0.172,6.3,-0.045,0.383,0.156,0,26.285,0.125,8.7,-0.098,0.291,0.162,0
1,1307.84,1097.31,1,27.869,0.17,6.4,-0.159,0.392,0.575,0,26.463,0.15,7.2,-0.188,0.684,0.518,0
1,3063.81,1601.63,1,27.384,0.13,8.4,-0.06,0.936,0.005,0,26.525,0.167,6.5,-0.139,0.498,0.009,0
1,764.0,362.77,1,27.47,0.124,8.7,-0.256,0.259,0.089,0,26.833,0.177,6.1,-0.218,0.509,0.17,0
1,3601.24,581.51,1,28.032,0.181,6.0,-0.174,0.496,0.27,0,26.659,0.164,6.6,-0.191,0.012,0.082,0
1,2895.08,1817.57,1,27.44,0.136,8.0,-0.311,0.214,0.023,0,26.516,0.176,6.2,-0.235,0.016,0.087,0
1,2250.42,66.08,1,27.696,0.135,8.0,-0.19,0.145,0.102,0,26.832,0.183,5.9,0.024,0.503,0.063,0
1,372.64,1842.7,1,27.705,0.169,6.4,-0.028,0.848,0.039,0,26.602,0.194,5.6,-0.292,0.479,0.064,0
1,828.24,881.61,1,27.507,0.135,8.1,-0.167,0.636,0.175,0,26.832,0.194,5.6,-0.146,0.37,0.217,0
1,1927.34,103.12,1,28.055,0.174,6.2,-0.211,3.29,0.128,0,26.813,0.185,5.9,-0.174,0.079,0.066,0
1,2079.65,517.89,1,27.945,0.169,6.4,0.036,0.238,0.086,0,26.784,0.179,6.1,-0.128,0.142,0.173,0
1,2954.42,1518.37,1,27.644,0.155,7.0,0.018,0.213,0.061,0,26.646,0.188,5.8,-0.034,0.313,0.057,0
1,2795.05,507.15,1,28.064,0.172,6.3,-0.178,-0.137,0.329,0,26.484,0.142,7.6,0.048,0.922,0.07,0
1,762.99,679.88,1,27.632,0.148,7.3,-0.282,0.468,0.382,0,26.849,0.186,5.8,-0.207,0.692,0.29,0
1,2999.61,1535.02,1,27.58,0.158,6.9,0.259,-0.035,0.343,0,26.541,0.172,6.3,0.094,1.37,0.034,0
1,2078.52,1036.82,1,27.59,0.142,7.6,-0.073,0.067,0.022,0,26.624,0.173,6.3,-0.198,0.111,0.051,0
1,1932.01,103.21,1,27.762,0.144,7.5,-0.29,0.398,0.338,0,26.81,0.165,6.6,-0.109,0.102,0.307,0
1,1212.72,653.77,1,28.038,0.172,6.3,-0.208,-0.023,0.333,0,26.566,0.155,7.0,-0.266,0.713,0.35,0
1,3078.52,1576.35,1,27.823,0.163,6.6,-0.004,2.965,0.064,0,26.47,0.16,6.8,-0.054,-0.228,0.027,0
