extension,type,x,y,mag_v,mag_i,snr_v,snr_i,sharp_v,sharp_i,err_v,err_i
2,1,440.77,-15.67999999999995,99.999,99.999,24.5,0.0,0.05,0.0,0.044,0.0
2,1,358.38,369.16,99.999,99.999,26.0,0.0,-0.084,0.0,0.042,0.0
2,1,469.94,277.18,24.12,22.529,19.3,26.2,0.058,0.05,0.056,0.041
2,1,403.22,288.43,22.579,22.914,24.0,13.9,-0.176,-0.149,0.045,0.078
2,1,399.39,489.13,23.255,22.975,38.7,20.5,-0.01,0.014,0.028,0.053
2,1,299.56,218.51,24.207,22.551,27.5,25.0,0.075,0.115,0.039,0.043
2,1,370.21,-5.1299999999999955,24.518,22.344,24.8,29.6,0.016,-0.048,0.044,0.037
2,1,360.63,380.26,23.011,23.029,40.8,19.8,-0.037,0.004,0.027,0.055
2,1,301.69,442.49,23.137,23.074,40.0,19.2,-0.006,0.054,0.027,0.056
2,1,379.38,393.66,23.04,23.137,41.1,18.3,0.038,0.063,0.026,0.059
2,1,140.94000000000005,431.71,23.914,22.718,31.6,24.9,-0.062,-0.041,0.034,0.044
2,1,232.33000000000004,21.360000000000014,24.175,22.588,27.4,26.4,0.086,-0.007,0.04,0.041
2,1,290.51,583.64,23.51,22.846,33.6,22.8,0.095,0.095,0.032,0.048
2,1,367.14,454.27,23.447,22.963,35.8,20.7,-0.033,-0.078,0.03,0.052
2,1,508.73,408.56,23.938,22.756,30.7,24.0,-0.006,-0.047,0.035,0.045
2,1,405.23,307.85,23.197,23.181,27.8,12.1,-0.119,-0.238,0.039,0.09
2,1,371.01,454.71,24.323,22.576,22.5,24.1,-0.073,-0.003,0.048,0.045
2,1,113.88,330.95,24.438,22.529,26.3,28.3,0.008,-0.07,0.041,0.038
2,1,381.1,337.24,23.159,23.265,33.1,13.5,-0.055,-0.118,0.033,0.081
2,1,370.11,535.1,24.218,22.643,27.1,25.5,-0.008,-0.009,0.04,0.043
2,1,362.66,303.09,23.885,22.698,14.0,17.1,0.027,0.043,0.077,0.064
2,1,270.35,639.02,23.084,23.236,42.0,18.3,0.093,0.067,0.026,0.059
2,1,496.68,468.34,24.672,22.392,22.9,31.0,-0.019,0.03,0.047,0.035
2,1,397.37,322.17,23.38,23.038,33.4,18.9,0.022,-0.017,0.032,0.058
2,1,617.76,605.71,24.431,22.569,27.0,28.2,0.011,0.01,0.04,0.039
2,1,643.86,280.77,24.262,22.62,18.9,26.2,0.112,0.053,0.057,0.041
2,1,360.67,292.74,23.466,23.222,28.2,11.2,0.008,-0.083,0.038,0.097
2,1,374.4,428.01,24.045,22.771,27.8,22.8,0.011,0.064,0.039,0.048
2,1,442.98,234.42999999999995,24.209,22.695,26.1,23.9,0.068,0.157,0.042,0.046
2,1,487.3,270.23,24.395,22.605,24.7,25.8,0.044,0.012,0.044,0.042
2,1,513.04,285.42,24.584,22.509,22.4,27.6,-0.017,0.047,0.048,0.039
2,1,382.76,206.53999999999996,24.339,22.644,24.8,24.8,-0.043,-0.004,0.044,0.044
2,1,246.42000000000002,337.59,23.987,22.826,29.3,22.4,0.001,0.029,0.037,0.048
2,1,462.36,328.38,24.097,22.76,26.7,23.0,0.093,0.143,0.041,0.047
2,1,520.54,249.36,23.752,22.878,30.8,22.3,0.103,-0.035,0.035,0.049
2,1,400.64,276.15,22.956,23.214,38.4,17.4,-0.047,-0.084,0.028,0.062
2,1,426.05,49.22000000000003,24.781,22.373,21.0,30.6,0.04,0.007,0.052,0.035
2,1,270.92,38.360000000000014,99.999,99.999,15.2,0.0,0.404,0.0,0.072,0.0
2,1,119.28999999999996,269.17,23.316,23.186,38.5,18.8,0.036,0.012,0.028,0.058
2,1,379.45,419.37,24.137,22.757,22.5,23.4,0.021,-0.024,0.048,0.046
2,1,356.35,563.33,24.243,22.726,25.5,24.7,-0.001,0.053,0.043,0.044
2,1,505.08000000000004,529.12,24.182,22.774,27.9,24.1,-0.004,0.007,0.039,0.045
2,1,378.75,298.0,24.286,22.702,18.4,20.9,0.111,-0.05,0.059,0.052
2,1,461.62,172.51,24.79,22.513,16.3,28.1,0.01,0.041,0.067,0.039
2,1,622.56,169.62,24.401,22.681,26.0,25.0,0.011,0.051,0.042,0.043
2,1,540.8,134.20000000000005,23.632,23.06,33.6,19.7,0.038,0.024,0.032,0.055
2,1,409.53,210.91999999999996,24.132,22.802,26.3,22.4,-0.037,0.023,0.041,0.048
2,1,406.09,241.17000000000002,23.017,22.905,23.4,21.1,-0.082,0.039,0.046,0.052
2,1,432.44,350.83,24.305,22.719,19.9,24.0,-0.109,-0.028,0.055,0.045
2,1,98.58000000000004,461.08,23.317,23.166,35.4,18.9,0.035,0.046,0.031,0.057
2,1,478.48,311.69,23.344,23.243,35.9,17.2,0.077,-0.054,0.03,0.063
2,1,322.0,129.02999999999997,24.032,22.929,28.4,18.8,-0.029,-0.093,0.038,0.058
2,1,256.22,419.7,24.921,22.387,18.6,30.3,0.129,0.083,0.058,0.036
2,1,384.07,591.63,24.057,22.872,23.2,20.1,-0.001,-0.056,0.047,0.054
2,1,167.01999999999998,513.23,24.407,22.724,25.5,24.9,0.012,-0.006,0.043,0.044
2,1,314.54,356.96,23.674,23.201,15.5,7.4,-0.144,-0.25,0.07,0.146
2,1,360.25,273.44,23.178,23.567,34.9,10.1,0.0,0.122,0.031,0.108
2,1,274.13,354.38,24.125,22.926,26.2,18.0,0.052,0.123,0.041,0.06
2,1,336.0,407.43,24.76,22.61,14.7,25.3,0.18,-0.016,0.074,0.043
2,1,288.95,280.53,99.999,99.999,17.7,0.0,0.111,0.0,0.061,0.0
2,1,380.56,483.91,23.876,22.996,28.6,19.6,0.003,0.02,0.038,0.055
2,1,360.81,311.54,24.157,22.83,21.9,21.2,0.103,0.002,0.049,0.051
2,1,258.59,579.98,23.641,23.133,33.4,19.2,-0.049,-0.002,0.032,0.056
2,1,443.49,115.58000000000004,24.278,22.842,26.2,22.6,-0.017,0.005,0.041,0.048
2,1,316.77,97.29999999999995,24.346,22.777,14.4,17.1,-0.043,-0.118,0.076,0.063
2,1,227.32000000000005,437.77,24.409,22.773,24.3,23.4,-0.008,0.044,0.045,0.046
2,1,459.83,431.47,23.509,23.139,31.0,18.5,-0.092,-0.018,0.035,0.059
2,1,339.9,396.94,24.569,22.686,9.4,15.9,-0.299,-0.182,0.115,0.068
2,1,330.61,447.71,24.07,22.865,21.2,21.5,0.012,0.044,0.051,0.05
2,1,259.22,301.18,23.56,23.201,32.9,17.8,-0.034,-0.05,0.033,0.061
2,1,321.11,398.66,23.545,23.581,30.2,9.3,0.067,0.136,0.036,0.117
2,1,272.13,365.36,23.581,23.257,32.3,16.8,-0.009,-0.002,0.034,0.065
2,1,404.21,532.9,23.982,23.006,29.0,20.2,-0.05,0.004,0.037,0.054
2,1,397.73,556.69,24.319,22.822,24.1,23.2,-0.076,-0.077,0.045,0.047
2,1,440.11,484.94,23.771,23.122,30.6,18.6,0.025,0.081,0.035,0.058
2,1,345.45,440.81,23.814,23.115,11.0,7.2,-0.132,-0.27,0.098,0.151
2,1,292.83,69.0,99.999,99.999,12.4,0.0,0.377,0.0,0.088,0.0
2,1,409.44,186.94000000000005,24.123,22.948,24.8,19.4,0.055,0.13,0.044,0.056
2,1,257.49,415.71,23.605,23.317,32.1,14.7,-0.039,-0.057,0.034,0.074
2,1,340.86,326.04,23.241,23.509,33.9,12.6,0.054,-0.045,0.032,0.086
2,1,497.26,564.21,23.465,23.285,35.3,17.7,0.006,0.042,0.031,0.061
2,1,444.08,145.94000000000005,24.484,22.776,24.0,19.2,-0.078,-0.198,0.045,0.057
2,1,366.56,461.68,24.197,22.875,22.1,21.7,0.026,0.04,0.049,0.05
2,1,345.16,401.47,99.999,99.999,20.4,0.0,0.037,0.0,0.053,0.0
2,1,308.28,337.75,23.36,23.175,28.5,17.4,0.118,0.066,0.038,0.062
2,1,262.88,123.23000000000002,24.416,22.828,24.3,22.5,0.053,0.068,0.045,0.048
2,1,264.35,504.65,24.169,22.949,26.5,20.9,0.073,0.039,0.041,0.052
2,1,454.25,257.06,24.343,22.811,11.6,17.8,-0.138,-0.21,0.094,0.061
2,1,342.79,73.09000000000003,24.152,23.113,19.4,10.4,-0.069,-0.192,0.056,0.105
2,1,323.77,216.95000000000005,23.094,23.214,19.7,11.7,-0.213,-0.281,0.055,0.093
2,1,224.30999999999995,339.87,24.372,22.827,15.9,18.6,-0.125,-0.144,0.068,0.058
2,1,308.27,232.66999999999996,23.343,23.307,28.6,14.6,-0.01,-0.009,0.038,0.075
2,1,426.38,474.0,23.336,23.381,35.3,15.9,0.119,0.021,0.031,0.068
2,1,547.74,495.49,24.642,22.756,22.5,22.2,-0.026,-0.135,0.048,0.049
2,1,348.94,246.39999999999998,24.224,22.846,16.0,21.3,-0.214,-0.148,0.068,0.051
2,1,521.39,358.31,23.337,23.414,36.2,15.9,-0.015,0.036,0.03,0.068
2,1,497.66999999999996,172.58000000000004,99.999,99.999,4.7,0.0,-0.194,0.0,0.233,0.0
2,1,462.88,373.77,24.965,22.711,5.7,13.8,-0.171,0.114,0.19,0.078
2,1,293.33,298.93,23.089,23.114,12.7,9.8,-0.168,-0.331,0.086,0.111
2,1,342.46,44.49000000000001,24.14,22.929,19.9,21.0,-0.093,0.033,0.055,0.052
2,1,393.78,348.49,23.828,23.257,27.9,14.4,0.004,0.021,0.039,0.076
2,1,441.42,191.03999999999996,23.712,23.25,30.5,17.1,0.02,0.004,0.036,0.063
2,1,303.14,253.43,23.183,23.531,36.2,14.2,0.003,-0.023,0.03,0.077
2,1,427.15,381.47,23.565,23.309,32.3,15.9,-0.005,-0.058,0.034,0.068
2,1,348.7,428.92,24.466,22.826,15.2,22.2,-0.001,-0.067,0.071,0.049
2,1,353.35,409.57,24.048,22.94,17.7,20.4,-0.053,-0.066,0.062,0.053
2,1,526.99,491.81,24.494,22.859,20.1,23.0,-0.104,-0.053,0.054,0.047
2,1,136.39,402.28,24.31,22.974,25.9,21.3,-0.04,0.017,0.042,0.051
2,1,374.13,361.08,23.629,23.036,19.4,18.1,-0.027,-0.087,0.056,0.06
2,1,474.59,144.0,24.908,22.69,16.2,25.2,-0.05,-0.022,0.067,0.043
2,1,296.36,113.75,24.061,23.101,27.3,19.0,0.014,-0.04,0.04,0.057
2,1,217.74,421.96,24.567,22.851,20.0,22.6,-0.029,-0.047,0.054,0.048
2,1,329.74,390.26,24.146,23.011,23.1,19.7,0.037,-0.039,0.047,0.055
2,1,236.60000000000002,337.85,24.809,22.774,14.4,23.5,-0.109,-0.046,0.076,0.046
2,1,446.28,543.15,24.556,22.842,18.4,22.9,-0.069,0.031,0.059,0.047
2,1,362.34,213.08000000000004,23.025,23.646,37.2,13.1,0.044,0.006,0.029,0.083
2,1,557.5,472.82,24.621,22.843,23.0,23.4,-0.022,-0.015,0.047,0.046
2,1,257.55,175.42999999999995,23.623,23.346,32.5,16.6,-0.055,-0.064,0.033,0.065
2,1,520.34,267.34,24.651,22.834,14.4,22.7,0.134,0.087,0.075,0.048
2,1,386.52,283.96,24.13,22.942,9.4,12.1,-0.129,-0.147,0.115,0.09
2,1,399.27,270.64,24.406,22.979,17.3,13.4,0.046,0.208,0.063,0.081
2,1,165.88,416.56,24.636,22.848,22.6,22.9,-0.103,-0.094,0.048,0.047
2,1,308.59,516.3,24.362,23.028,21.8,16.7,0.098,0.099,0.05,0.065
2,1,406.31,632.24,24.248,23.042,25.5,20.2,-0.032,-0.045,0.043,0.054
2,1,282.13,494.19,23.882,23.203,28.3,17.6,-0.073,-0.029,0.038,0.062
2,1,154.38,214.64,23.764,23.325,29.6,15.9,0.072,0.095,0.037,0.068
2,1,250.01,204.97000000000003,24.314,22.906,14.5,20.8,-0.189,-0.133,0.075,0.052
2,1,404.9,124.50999999999999,99.999,99.999,21.7,0.0,0.03,0.0,0.05,0.0
2,1,529.89,108.88,24.885,22.641,19.5,21.0,-0.045,-0.021,0.056,0.052
2,1,547.69,171.44000000000005,24.626,22.877,22.3,22.5,0.129,0.016,0.049,0.048
2,1,645.17,693.46,24.826,22.722,21.8,19.9,-0.018,-0.045,0.05,0.054
2,1,480.3,465.68,23.666,23.386,31.6,16.1,0.069,-0.013,0.034,0.068
2,1,380.01,333.64,24.114,23.001,18.1,15.9,-0.159,-0.094,0.06,0.068
2,1,383.91,25.74000000000001,24.888,22.743,19.3,24.0,0.046,0.014,0.056,0.045
2,1,294.68,592.4,24.561,22.933,23.0,21.9,-0.045,-0.044,0.047,0.049
2,1,326.35,612.96,23.828,23.554,25.5,9.9,0.16,0.224,0.043,0.11
2,1,349.26,476.15,24.836,22.818,16.8,22.5,-0.09,-0.099,0.065,0.048
2,1,259.77,264.83,22.701,23.055,17.3,20.0,0.22,-0.12,0.063,0.054
2,1,304.44,486.01,24.036,23.205,26.8,17.6,-0.003,0.027,0.041,0.062
2,1,307.25,255.64,23.332,23.588,33.4,13.3,0.067,0.088,0.033,0.081
2,1,348.31,399.37,99.999,99.999,17.3,0.0,0.031,0.0,0.063,0.0
2,1,201.36,127.46000000000004,24.577,22.941,22.6,21.3,0.015,0.001,0.048,0.051
2,1,279.87,205.97000000000003,23.958,23.252,27.7,17.1,-0.004,0.013,0.039,0.063
2,1,455.43,511.22,24.396,23.025,23.8,20.3,0.09,0.096,0.046,0.053
2,1,347.06,266.94,23.211,23.07,11.4,12.4,-0.268,-0.117,0.095,0.088
2,1,303.55,376.82,24.088,23.15,14.9,11.1,-0.12,-0.236,0.073,0.098
2,1,557.02,187.46000000000004,24.943,22.766,17.2,24.0,0.057,-0.007,0.063,0.045
2,1,414.75,362.43,24.206,22.934,11.0,20.6,-0.189,-0.091,0.099,0.053
2,1,291.47,306.95,22.517,23.311,15.7,9.9,-0.017,-0.013,0.069,0.109
2,1,394.22,346.28,24.454,22.963,17.7,20.1,-0.022,-0.058,0.061,0.054
2,1,264.28,142.26,24.796,22.845,20.3,22.6,-0.039,0.001,0.054,0.048
2,1,264.02,314.79,24.744,22.883,18.1,21.4,0.164,0.007,0.06,0.051
2,1,493.29,612.51,23.557,23.199,21.7,16.3,0.027,0.029,0.05,0.066
2,1,364.17,176.66999999999996,23.896,23.271,27.8,16.6,0.003,0.07,0.039,0.065
2,1,404.19,342.77,23.964,23.411,19.0,8.4,-0.116,0.034,0.057,0.129
2,1,347.71,618.1800000000001,24.287,23.095,24.0,19.1,0.01,-0.004,0.045,0.057
2,1,473.1,449.91,23.823,23.91,26.2,6.5,0.03,0.289,0.041,0.167
2,1,370.34,316.59,23.708,23.297,20.7,12.1,0.037,0.094,0.053,0.09
2,1,400.02,234.80999999999995,24.559,22.953,15.8,20.0,0.141,-0.07,0.069,0.054
2,1,294.99,261.33,23.883,23.806,19.4,5.3,-0.171,-0.162,0.056,0.206
2,1,332.45,484.79,23.517,23.422,31.6,15.3,0.033,0.111,0.034,0.071
2,1,414.6,169.39999999999998,24.87,22.843,19.4,22.5,0.002,-0.005,0.056,0.048
2,1,692.59,453.97,24.968,22.764,19.2,24.7,0.042,0.063,0.057,0.044
2,1,87.53999999999996,458.34,24.898,22.846,18.7,23.1,0.024,-0.04,0.058,0.047
2,1,403.56,329.63,99.999,99.999,0.0,20.7,0.0,0.003,0.0,0.053
2,1,444.25,237.75,24.348,23.108,22.6,18.1,0.116,0.173,0.048,0.06
2,1,382.73,429.06,25.309,22.711,10.1,23.7,0.225,0.095,0.107,0.046
2,1,333.76,448.58,24.825,22.884,10.6,14.4,-0.233,-0.13,0.102,0.075
2,1,345.63,372.78,23.843,23.742,22.4,7.3,0.077,0.189,0.048,0.149
2,1,641.78,163.14999999999998,99.999,99.999,15.3,0.0,0.329,0.0,0.071,0.0
2,1,322.35,263.83,23.254,23.598,31.5,11.4,0.056,-0.019,0.034,0.096
2,1,457.17,292.19,23.076,23.329,19.3,12.1,-0.002,-0.203,0.056,0.09
2,1,391.44,427.61,23.764,23.575,21.4,8.9,0.163,0.348,0.051,0.122
2,1,308.03,376.65,24.552,23.249,19.7,5.4,0.131,-0.248,0.055,0.202
2,1,311.28,570.04,24.423,23.108,23.0,17.8,0.065,0.093,0.047,0.061
2,1,408.76,295.87,23.645,23.933,20.8,5.9,-0.032,-0.195,0.052,0.185
2,1,218.96000000000004,3.159999999999968,24.703,22.968,20.9,20.4,-0.004,-0.026,0.052,0.053
2,1,255.0,275.66,23.638,23.539,30.2,13.8,0.012,0.122,0.036,0.078
2,1,523.2,325.1,24.503,23.105,16.1,12.3,-0.1,-0.106,0.067,0.088
2,1,376.39,350.5,23.426,23.646,25.0,10.6,-0.044,-0.129,0.043,0.103
2,1,465.72,415.02,24.892,22.894,17.9,21.9,0.148,0.001,0.061,0.05
2,1,434.76,584.03,24.169,23.225,25.7,18.1,0.044,0.002,0.042,0.06
2,1,345.65,289.65,23.461,23.849,29.4,8.9,-0.082,0.12,0.037,0.122
2,1,296.97,357.51,24.794,22.937,15.8,9.3,-0.159,0.233,0.069,0.117
2,1,339.7,399.26,24.238,23.134,14.3,14.7,-0.084,-0.081,0.076,0.074
2,1,370.41,329.22,22.959,23.47,26.4,14.4,-0.097,-0.123,0.041,0.075
2,1,652.96,302.38,24.777,22.982,20.7,17.9,0.083,-0.094,0.052,0.061
2,1,323.74,396.02,24.113,23.295,17.0,9.6,0.022,-0.009,0.064,0.113
2,1,298.69,319.55,23.318,23.726,32.5,12.2,0.045,0.031,0.033,0.089
2,1,623.94,201.75,25.165,22.893,7.9,20.7,-0.146,-0.058,0.138,0.053
2,1,425.42,409.59,24.751,22.974,16.4,20.2,0.006,-0.005,0.066,0.054
2,1,370.61,259.69,23.485,23.716,23.5,8.2,0.051,0.231,0.046,0.132
2,1,686.73,138.99,24.939,22.895,19.0,22.1,0.077,-0.053,0.057,0.049
2,1,617.58,277.77,25.291,22.62,15.4,26.9,0.126,0.098,0.07,0.04
2,1,534.5,482.24,24.753,23.001,20.8,21.0,0.018,-0.016,0.052,0.052
2,1,389.14,182.83000000000004,99.999,99.999,10.1,0.0,-0.177,0.0,0.108,0.0
2,1,326.95,395.64,23.443,23.652,29.0,11.2,0.045,0.051,0.037,0.097
2,1,87.08000000000004,627.85,23.78,23.882,17.2,5.4,0.138,-0.126,0.063,0.201
2,1,363.26,93.82000000000005,23.669,23.759,29.6,10.9,-0.084,-0.082,0.037,0.099
2,1,316.89,224.51,23.218,23.555,24.8,12.0,0.052,0.106,0.044,0.09
2,1,156.73000000000002,592.01,24.727,23.037,20.6,20.4,0.095,0.081,0.053,0.053
2,1,360.65,520.22,23.393,23.613,30.4,13.6,-0.023,0.083,0.036,0.08
2,1,283.24,592.83,24.594,23.115,21.6,19.1,0.044,0.04,0.05,0.057
2,1,378.6,104.01999999999998,25.149,22.785,16.0,23.4,0.112,0.147,0.068,0.046
2,1,-6.919999999999959,323.82,25.112,22.809,17.6,24.0,-0.031,-0.01,0.062,0.045
2,1,364.35,267.64,24.686,23.049,14.5,18.5,0.104,0.007,0.075,0.059
2,1,315.39,46.23000000000002,23.773,23.671,28.6,11.7,0.002,-0.019,0.038,0.093
2,1,496.39,618.69,24.201,23.32,25.4,17.2,0.021,-0.009,0.043,0.063
2,1,376.16,286.01,24.532,23.039,7.5,15.6,-0.201,0.057,0.144,0.069
2,1,170.65999999999997,171.40999999999997,24.865,23.002,19.6,20.8,-0.017,0.05,0.055,0.052
2,1,443.22,345.9,24.053,23.736,23.3,7.9,-0.021,0.218,0.047,0.137
2,1,387.62,446.0,23.734,23.659,27.5,12.0,0.015,0.12,0.039,0.091
2,1,372.47,576.01,24.599,23.117,20.5,19.1,0.13,0.05,0.053,0.057
2,1,282.38,326.24,23.39,23.639,28.2,11.6,-0.109,-0.173,0.038,0.094
2,1,391.36,401.24,23.417,23.68,29.8,13.0,0.063,0.121,0.036,0.084
2,1,406.18,93.38999999999999,24.037,23.445,26.1,14.9,0.032,0.004,0.042,0.073
2,1,299.38,312.18,23.78,23.554,26.9,13.6,0.007,0.06,0.04,0.08
2,1,318.72,284.59,24.919,23.017,9.3,18.2,0.166,0.118,0.116,0.06
2,1,547.17,12.67999999999995,24.567,23.097,14.6,17.5,-0.143,-0.157,0.074,0.062
2,1,392.62,360.17,24.197,23.209,16.2,16.6,0.177,0.092,0.067,0.065
2,1,313.65,229.69000000000005,27.301,22.249,4.1,38.0,0.138,0.075,0.263,0.029
2,1,286.28,256.62,24.212,23.106,10.9,18.6,-0.187,-0.108,0.099,0.058
2,1,348.87,60.789999999999964,24.591,23.172,21.2,18.1,-0.124,-0.108,0.051,0.06
2,1,477.48,276.38,99.999,99.999,0.0,8.9,0.0,-0.423,0.0,0.122
2,1,240.35000000000002,240.82,23.497,23.503,23.6,13.9,0.065,-0.152,0.046,0.078
2,1,318.48,273.08,23.957,23.167,10.2,14.5,0.01,-0.064,0.107,0.075
2,1,313.48,42.76999999999998,23.893,23.558,27.5,14.0,-0.023,-0.142,0.039,0.077
2,1,488.59,366.57,23.689,23.665,29.4,13.1,-0.017,-0.033,0.037,0.083
2,1,242.88,557.23,25.159,22.879,14.0,19.7,-0.116,-0.169,0.078,0.055
2,1,298.2,280.08,24.035,23.146,10.0,17.1,-0.27,-0.13,0.109,0.063
2,1,341.58,284.49,23.942,23.131,9.6,14.0,-0.374,-0.176,0.114,0.077
2,1,441.06,543.58,24.351,23.329,23.1,15.8,0.038,-0.01,0.047,0.069
2,1,-7.7000000000000455,133.14999999999998,24.688,23.156,20.8,18.5,-0.009,0.056,0.052,0.059
2,1,371.53,276.44,24.294,23.338,21.0,13.4,0.023,0.143,0.052,0.081
2,1,619.4,369.0,99.999,99.999,19.4,0.0,-0.069,0.0,0.056,0.0
2,1,375.76,127.15999999999997,24.798,23.114,19.3,19.0,-0.05,-0.06,0.056,0.057
2,1,245.25,222.42999999999995,24.715,23.12,14.0,18.0,-0.175,-0.125,0.077,0.06
2,1,278.68,294.19,24.411,23.166,13.2,18.1,-0.075,-0.151,0.082,0.06
2,1,333.71,384.64,24.609,23.131,9.0,13.8,0.183,0.001,0.121,0.079
2,1,383.79,268.42,23.381,23.189,11.0,17.1,-0.128,-0.042,0.099,0.063
2,1,316.76,350.66,24.216,23.714,11.4,3.8,-0.248,-0.161,0.096,0.283
2,1,548.38,441.48,24.589,23.234,21.6,17.9,-0.001,0.009,0.05,0.061
2,1,254.55,232.71000000000004,99.999,99.999,0.0,16.5,0.0,0.434,0.0,0.066
2,1,138.76,380.0,24.817,23.149,19.8,13.7,-0.099,-0.127,0.055,0.079
2,1,422.84,302.98,24.434,23.303,12.3,9.6,-0.049,-0.239,0.088,0.114
2,1,231.09000000000003,275.05,24.452,23.201,15.4,17.8,-0.182,-0.014,0.071,0.061
2,1,387.35,364.52,99.999,99.999,0.0,4.7,0.0,-0.157,0.0,0.233
2,1,283.24,370.59,24.62,23.224,19.8,17.0,-0.003,0.043,0.055,0.064
2,1,373.75,227.51999999999998,23.15,23.51,22.4,14.2,-0.049,0.065,0.049,0.077
2,1,277.52,225.76999999999998,25.269,22.848,15.0,22.9,-0.008,-0.041,0.072,0.047
2,1,261.67,350.07,24.716,23.195,18.9,15.7,0.051,0.145,0.058,0.069
2,1,488.43,468.63,23.592,23.755,27.8,12.7,0.082,-0.03,0.039,0.085
2,1,397.26,420.56,23.54,24.013,28.9,9.1,0.048,-0.02,0.038,0.12
2,1,463.57,488.81,24.086,23.311,13.6,11.7,-0.211,-0.162,0.08,0.093
2,1,515.45,384.22,24.772,23.155,17.0,18.4,0.011,0.06,0.064,0.059
2,1,393.7,285.97,25.27,22.988,6.7,17.8,-0.084,-0.074,0.162,0.061
2,1,340.0,493.38,99.999,99.999,17.5,0.0,0.074,0.0,0.062,0.0
2,1,412.12,269.94,24.221,23.438,21.5,14.2,0.028,-0.001,0.051,0.077
2,1,286.74,230.33000000000004,24.845,23.203,13.2,6.5,-0.154,-0.206,0.082,0.168
2,1,428.15,218.85000000000002,23.273,23.393,12.5,11.2,-0.367,-0.226,0.087,0.097
2,1,345.94,269.23,23.189,23.556,20.3,11.7,-0.136,-0.16,0.054,0.093
2,1,336.86,374.51,24.617,23.27,18.8,14.4,0.025,0.139,0.058,0.075
2,1,182.62,490.83,23.846,23.407,19.8,15.9,0.058,-0.01,0.055,0.068
2,1,469.75,432.85,24.372,23.383,21.8,15.3,0.065,0.04,0.05,0.071
2,1,456.63,415.32,24.485,23.33,20.9,16.2,0.031,-0.029,0.052,0.067
2,1,117.09000000000003,206.70000000000005,24.794,23.157,10.6,11.7,-0.174,-0.223,0.103,0.093
2,1,471.37,204.14,24.351,23.403,22.3,15.5,0.081,0.018,0.049,0.07
2,1,213.89999999999998,372.15,24.495,23.322,21.1,16.6,-0.003,-0.15,0.051,0.065
2,1,368.61,646.38,24.796,23.218,19.9,18.0,-0.034,-0.1,0.054,0.06
2,1,461.75,420.9,24.306,23.442,18.9,12.6,-0.074,-0.117,0.057,0.086
2,1,263.64,254.01999999999998,24.969,23.086,17.2,5.8,0.017,-0.155,0.063,0.187
2,1,398.98,354.51,24.472,23.361,16.8,12.4,0.083,0.143,0.065,0.087
2,1,597.62,428.68,24.801,23.197,19.0,18.4,0.159,-0.002,0.057,0.059
2,1,374.16,406.67,24.362,23.242,14.5,16.4,0.053,0.082,0.075,0.066
2,1,426.85,487.28,24.544,23.331,20.4,16.2,-0.013,0.002,0.053,0.067
2,1,687.24,331.3,25.562,22.916,4.4,11.1,-0.461,-0.267,0.244,0.098
2,1,320.88,513.7,24.292,23.375,15.0,12.5,-0.09,0.026,0.073,0.087
2,1,323.33,43.370000000000005,25.16,23.048,15.4,19.8,-0.061,0.094,0.071,0.055
2,1,292.69,509.3,24.588,23.242,14.8,17.4,-0.068,-0.031,0.073,0.062
2,1,408.8,564.67,24.472,23.38,21.8,16.0,-0.008,0.073,0.05,0.068
2,1,474.26,462.9,23.884,23.701,26.2,12.6,0.056,0.106,0.041,0.086
2,1,325.05,213.39999999999998,23.824,23.817,26.0,10.7,-0.041,-0.026,0.042,0.102
2,1,276.24,456.96,24.761,23.208,12.7,14.5,-0.107,-0.159,0.086,0.075
2,1,420.34,450.56,24.162,23.576,18.4,10.7,-0.067,-0.091,0.059,0.102
2,1,359.95,480.99,23.923,23.685,25.6,12.7,-0.016,-0.04,0.042,0.085
2,1,473.18,174.36,24.576,23.346,20.9,16.3,-0.034,-0.061,0.052,0.067
2,1,422.9,224.24,23.113,23.573,20.3,12.2,-0.124,-0.086,0.054,0.089
2,1,403.19,323.77,23.375,23.532,19.7,13.6,-0.086,-0.053,0.055,0.08
2,1,362.61,514.49,23.899,23.713,26.4,12.8,-0.018,0.056,0.041,0.085
2,1,274.22,442.53,24.591,23.628,13.3,4.8,-0.098,0.188,0.082,0.228
2,1,522.69,300.74,25.03,23.111,10.5,13.4,-0.205,-0.062,0.103,0.081
2,1,332.43,298.89,24.514,23.431,14.0,9.6,-0.062,-0.097,0.077,0.114
2,1,307.4,462.18,24.632,23.328,19.2,16.1,0.002,-0.012,0.056,0.068
2,1,340.36,439.19,24.52,23.303,11.2,11.1,0.234,0.348,0.097,0.097
2,1,416.86,88.40999999999997,25.299,22.985,13.6,20.7,0.167,0.001,0.08,0.052
2,1,321.19,423.37,24.293,23.275,11.7,15.3,-0.127,-0.108,0.093,0.071
2,1,407.14,301.24,23.418,23.923,25.6,9.9,0.029,0.08,0.042,0.109
2,1,382.35,172.05999999999995,24.94,23.255,16.8,6.2,-0.102,-0.21,0.065,0.176
2,1,357.06,156.60000000000002,24.83,23.206,12.2,17.3,-0.137,-0.111,0.089,0.063
2,1,425.17,354.98,24.726,23.3,17.1,14.8,0.049,-0.031,0.064,0.073
2,1,244.14999999999998,452.51,24.452,23.395,19.3,15.5,0.087,-0.032,0.056,0.07
2,1,412.98,610.2,23.851,23.749,27.4,13.0,0.089,-0.068,0.04,0.083
