extension,type,x,y,mag_v,mag_i,snr_v,snr_i,sharp_v,sharp_i,round_v,round_i,err_v,err_i
0,1,816.075,892.1800000000001,25.264,24.339,29.6,31.8,-0.07,-0.084,0.069,0.108,0.037,0.034
0,1,973.1949999999999,815.64,25.283,24.32,32.8,31.0,0.008,0.023,0.066,-0.007,0.033,0.035
0,1,975.325,1029.905,25.271,24.333,33.2,31.1,-0.027,0.021,0.045,0.005,0.033,0.035
0,1,830.295,1006.2,25.237,24.396,34.5,29.8,-0.017,-0.01,0.114,0.048,0.031,0.036
0,1,787.6800000000001,772.345,25.271,24.352,31.5,31.1,0.016,0.001,0.06,0.072,0.034,0.035
0,1,1054.215,855.005,25.057,24.934,36.2,17.3,-0.03,0.011,0.067,0.103,0.03,0.063
0,1,851.595,1024.475,25.273,24.35,33.8,31.2,0.014,-0.034,0.039,0.119,0.032,0.035
0,1,821.15,757.515,25.325,24.312,27.3,32.0,0.051,0.041,0.17,0.069,0.04,0.034
0,1,1018.095,817.37,25.348,24.279,30.4,29.5,-0.014,0.023,0.06,0.03,0.036,0.037
0,1,1058.695,709.43,25.315,24.334,27.6,25.9,0.04,0.051,0.082,0.091,0.039,0.042
0,1,986.3399999999999,964.5,25.242,24.413,20.8,27.9,-0.037,-0.023,0.208,0.066,0.052,0.039
0,1,1037.675,1051.88,25.3,24.332,32.5,18.0,-0.018,0.027,-0.015,0.124,0.033,0.06
0,1,776.185,1026.91,25.271,24.4,33.6,28.0,0.006,-0.007,0.062,-0.021,0.032,0.039
0,1,721.51,1064.395,25.313,24.344,32.4,28.8,-0.028,-0.024,0.144,-0.019,0.033,0.038
0,1,863.085,952.3800000000001,25.166,24.971,34.5,19.6,0.054,0.082,0.071,0.017,0.031,0.055
0,1,916.1,776.48,25.141,24.634,33.8,26.3,-0.013,-0.02,-0.027,0.163,0.032,0.041
0,1,922.1800000000001,818.585,25.311,24.363,33.3,30.5,0.002,0.004,0.196,0.115,0.033,0.036
0,1,826.6800000000001,926.94,25.354,24.323,32.5,32.0,0.03,0.034,0.033,-0.003,0.033,0.034
0,1,733.775,996.46,25.291,24.408,32.0,27.7,0.019,-0.019,0.087,0.09,0.034,0.039
0,1,720.52,713.905,25.356,24.353,27.9,29.2,0.069,0.066,0.114,0.104,0.039,0.037
0,1,893.16,919.37,25.441,24.287,29.9,32.5,0.003,-0.032,0.128,-0.04,0.036,0.033
0,1,732.63,1041.415,25.22,24.51,27.5,26.0,-0.027,0.047,0.095,0.132,0.04,0.042
0,1,837.405,806.315,25.304,24.425,33.0,29.9,-0.048,-0.036,0.032,0.079,0.033,0.036
0,1,754.745,908.545,25.385,24.342,30.7,31.6,0.027,-0.003,0.035,0.073,0.035,0.034
0,1,1052.8899999999999,1044.035,25.16,24.852,34.6,19.4,-0.047,0.012,0.099,0.128,0.031,0.056
0,1,908.575,730.87,25.373,24.422,32.7,23.2,-0.081,0.026,0.075,0.039,0.033,0.047
0,1,780.895,707.04,25.382,24.368,25.3,24.4,0.066,0.028,0.041,0.092,0.043,0.044
0,1,768.0,785.435,25.328,24.437,29.7,27.6,0.019,0.036,0.158,0.065,0.037,0.039
0,1,846.03,720.025,25.291,24.479,31.7,26.5,-0.002,-0.005,0.075,0.056,0.034,0.041
0,1,1024.405,864.79,25.397,24.368,31.6,31.2,-0.014,-0.04,0.056,0.088,0.034,0.035
0,1,953.98,835.34,25.356,24.384,32.9,27.8,-0.039,-0.102,0.032,0.016,0.033,0.039
0,1,873.99,956.9549999999999,25.366,24.392,19.5,21.6,-0.139,-0.14,0.216,0.156,0.056,0.05
0,1,973.0250000000001,1055.84,25.281,24.51,32.7,26.4,0.018,-0.033,0.07,-0.004,0.033,0.041
0,1,975.52,942.165,25.352,24.442,32.5,27.2,-0.025,-0.092,0.11,-0.063,0.033,0.04
0,1,794.27,766.775,25.342,24.462,30.2,29.0,0.015,-0.066,0.186,0.151,0.036,0.037
0,1,753.34,915.08,25.38,24.42,31.5,29.0,-0.001,-0.021,0.091,0.006,0.034,0.037
0,1,782.605,978.76,25.38,24.427,30.5,27.4,0.022,0.072,0.128,-0.031,0.036,0.04
0,1,1053.2350000000001,955.9100000000001,25.4,24.428,25.8,29.1,0.019,0.021,0.092,0.003,0.042,0.037
