extension,type,x,y,mag_v,mag_i,snr_v,snr_i,sharp_v,sharp_i,round_v,round_i,err_v,err_i
0,1,909.15,741.075,25.18,24.214,39.5,28.8,0.029,-0.061,0.041,0.016,0.028,0.038
0,1,872.035,915.47,25.218,24.212,40.5,37.8,-0.019,-0.064,0.058,0.039,0.027,0.029
0,1,800.385,932.72,99.999,99.999,43.9,0.0,-0.004,0.0,0.098,0.0,0.025,0.0
0,1,741.97,822.4449999999999,24.998,24.81,39.0,24.8,-0.0,0.019,0.052,0.006,0.028,0.044
0,1,779.625,903.83,25.257,24.247,34.6,29.5,0.019,-0.027,0.109,0.037,0.031,0.037
0,1,842.765,709.305,25.197,24.321,35.6,19.2,0.02,-0.08,0.023,0.02,0.031,0.056
0,1,1005.665,818.4449999999999,25.215,24.305,38.5,35.5,-0.043,-0.038,0.09,0.062,0.028,0.031
0,1,969.9749999999999,774.4,25.313,24.213,34.8,27.5,-0.039,0.005,0.137,0.013,0.031,0.04
0,1,935.49,937.875,99.999,99.999,35.9,0.0,0.016,0.0,0.037,0.0,0.03,0.0
0,1,975.03,1029.995,25.295,24.277,33.7,23.0,-0.042,-0.0,0.085,0.064,0.032,0.047
0,1,990.925,733.3,99.999,99.999,33.7,0.0,-0.039,0.0,0.179,0.0,0.032,0.0
0,1,818.71,800.335,25.224,24.588,28.6,14.7,-0.038,-0.008,0.019,0.048,0.038,0.074
0,1,821.005,933.6700000000001,25.243,24.316,37.0,29.4,0.016,-0.009,0.136,0.089,0.029,0.037
0,1,863.38,780.1,25.212,24.393,39.3,14.3,0.039,-0.051,0.016,0.03,0.028,0.076
0,1,1069.495,1027.0149999999999,25.262,24.322,36.1,35.0,-0.049,-0.088,0.016,0.016,0.03,0.031
0,1,707.89,1028.255,25.331,24.324,29.3,24.5,0.028,0.006,0.09,0.076,0.037,0.044
0,1,754.005,1024.945,25.22,24.544,30.9,18.3,0.003,0.029,-0.0,0.024,0.035,0.059
0,1,708.215,1014.8,99.999,99.999,32.7,0.0,0.005,0.0,0.057,0.0,0.033,0.0
0,1,958.3699999999999,720.84,99.999,99.999,39.9,0.0,-0.036,0.0,0.11,0.0,0.027,0.0
0,1,718.0,932.8399999999999,25.088,25.064,42.0,17.1,0.031,-0.01,0.01,0.127,0.026,0.063
0,1,766.775,1068.26,25.281,24.498,30.6,21.1,0.036,0.093,0.0,0.096,0.035,0.051
0,1,868.385,1004.2649999999999,99.999,99.999,35.2,0.0,-0.036,0.0,0.098,0.0,0.031,0.0
0,1,1010.665,846.0,25.254,24.376,39.1,31.1,-0.027,-0.013,0.091,0.024,0.028,0.035
0,1,847.335,1028.78,99.999,99.999,38.5,0.0,0.026,0.0,0.084,0.0,0.028,0.0
0,1,746.115,874.275,25.314,24.296,35.4,22.2,-0.011,-0.099,0.063,0.06,0.031,0.049
0,1,915.335,1026.555,25.349,24.298,33.8,15.7,-0.033,0.019,0.118,0.12,0.032,0.069
0,1,1068.0149999999999,1038.7649999999999,25.257,24.413,35.7,11.9,-0.001,-0.028,0.062,-0.039,0.03,0.091
0,1,913.185,736.48,25.261,24.419,37.7,32.5,0.005,-0.026,0.02,0.006,0.029,0.033
0,1,857.665,804.14,25.34,24.425,30.8,28.7,-0.013,-0.056,0.038,0.033,0.035,0.038
0,1,949.7350000000001,943.4449999999999,25.274,24.477,31.6,26.6,-0.059,-0.084,0.148,0.127,0.034,0.041
0,1,942.9449999999999,1025.52,25.257,24.545,37.4,18.9,0.016,-0.007,0.096,0.111,0.029,0.057
0,1,1010.425,1070.32,99.999,99.999,35.4,0.0,-0.001,0.0,0.108,0.0,0.031,0.0
0,1,827.1949999999999,802.8,25.292,24.467,35.8,23.1,0.074,-0.017,0.133,0.12,0.03,0.047
0,1,800.45,1013.2550000000001,25.266,24.416,37.6,13.8,-0.017,0.056,0.047,0.063,0.029,0.078
0,1,1039.475,1023.7249999999999,25.292,24.458,35.2,23.4,-0.06,-0.062,0.184,0.006,0.031,0.046
0,1,768.185,909.355,25.285,24.517,37.7,16.4,0.009,-0.056,0.017,-0.008,0.029,0.066
0,1,817.89,1058.785,25.25,24.675,30.4,13.2,0.01,0.005,0.09,0.091,0.036,0.082
0,1,945.7,856.55,25.278,24.467,28.3,22.4,-0.106,-0.13,0.206,0.223,0.038,0.048
0,1,963.4300000000001,909.725,25.336,24.441,34.0,23.1,0.025,0.042,0.088,0.113,0.032,0.047
0,1,806.9300000000001,900.54,25.33,24.476,33.0,21.5,-0.033,-0.09,0.087,0.094,0.033,0.051
0,1,771.13,833.505,25.361,24.424,28.9,28.9,0.028,-0.025,0.089,0.08,0.038,0.038
0,1,896.16,1054.945,25.385,24.373,30.0,26.0,-0.001,-0.088,0.032,0.005,0.036,0.042
0,1,755.9300000000001,978.53,25.178,25.011,40.4,15.6,-0.018,-0.026,0.093,0.076,0.027,0.07
0,1,860.855,1045.24,25.398,24.362,32.6,24.0,0.024,0.002,0.15,0.108,0.033,0.045
0,1,1035.155,1045.07,25.368,24.44,33.2,22.4,0.032,0.039,0.091,0.042,0.033,0.049
0,1,776.29,1010.6700000000001,25.419,24.373,34.2,25.1,-0.016,-0.052,0.07,0.102,0.032,0.043
0,1,896.15,794.04,25.401,24.405,35.4,29.6,0.017,-0.015,0.061,-0.031,0.031,0.037
0,1,842.335,914.98,99.999,99.999,35.4,0.0,0.031,0.0,0.055,0.0,0.031,0.0
0,1,1007.8,969.625,25.361,24.494,34.1,29.6,0.023,-0.017,0.078,0.078,0.032,0.037
0,1,875.785,955.9850000000001,99.999,99.999,33.9,0.0,-0.006,0.0,0.075,0.0,0.032,0.0
0,1,1065.88,864.23,25.327,24.559,34.3,21.6,0.018,0.015,0.174,0.032,0.032,0.05
0,1,1002.605,949.8050000000001,25.341,24.533,31.7,25.4,-0.009,0.027,0.087,0.118,0.034,0.043
0,1,938.5,1021.6500000000001,99.999,99.999,0.0,20.1,0.0,0.064,0.0,0.049,0.0,0.054
0,1,890.54,809.35,25.236,24.831,38.4,20.7,-0.03,-0.087,0.098,0.044,0.028,0.053
0,1,914.675,1022.55,25.397,24.473,32.9,32.2,-0.023,-0.019,0.051,0.047,0.033,0.034
0,1,988.2449999999999,1071.045,25.394,24.456,32.2,26.3,-0.002,0.014,0.094,0.011,0.034,0.041
0,1,907.05,873.605,25.408,24.477,32.2,26.3,-0.057,-0.075,0.149,-0.01,0.034,0.041
0,1,838.205,944.385,25.417,24.527,30.4,22.1,0.04,0.007,0.121,-0.082,0.036,0.049
0,1,799.69,888.58,25.377,24.583,31.1,25.1,0.046,0.043,0.047,-0.028,0.035,0.043
0,1,865.615,978.865,25.37,24.485,35.2,21.0,0.022,-0.002,0.125,-0.011,0.031,0.052
0,1,887.6,1055.095,25.423,24.527,32.8,23.4,-0.043,-0.06,0.12,0.099,0.033,0.046
0,1,758.27,1036.8,25.372,24.618,33.4,20.1,-0.059,-0.092,0.083,0.034,0.033,0.054
0,1,878.3050000000001,817.8050000000001,25.403,24.661,31.9,13.1,0.012,-0.091,0.187,0.145,0.034,0.083
0,1,976.1949999999999,1026.92,25.402,24.545,33.1,24.7,0.013,-0.04,0.09,0.092,0.033,0.044
0,1,1011.9850000000001,894.525,25.442,24.515,22.6,18.6,-0.162,-0.2,0.129,0.105,0.048,0.058
0,1,705.985,982.26,25.319,25.031,26.0,10.5,-0.111,-0.091,0.207,0.138,0.042,0.103
0,1,959.155,832.75,25.474,24.423,27.9,23.6,-0.087,-0.134,0.19,0.138,0.039,0.046
0,1,1030.465,897.475,25.403,24.629,27.1,14.6,-0.044,0.024,0.162,0.012,0.04,0.075
0,1,809.66,990.145,25.404,24.563,34.3,24.8,0.027,-0.001,0.095,0.046,0.032,0.044
